,Time(ms),BB Temp,T1CA(v),T1CB(v),T1CC(v),T1CD(v),T1Therm(c),T2CA(v),T2CB(v),T2CC(v),T2CD(v),T2Therm(c)
1753,1981040,55,50.799575643803564,51.048080056942425,50.99425880919729,50.77235198305283,24.74509852,50.84126047983073,50.650987405014995,50.927185640459875,51.01150919657234,24.76026091
1754,1982169,55,50.80740532448619,51.035526100694874,50.97842405785753,50.75940807327294,24.74711752,50.85842167996212,50.68121861701257,50.95430160354091,51.01805869808704,24.76176871
1755,1983298,55,50.74577895749992,50.980362579581154,50.89021239795466,50.68113270938902,24.74717779,50.877006725580195,50.716473767585455,50.95697246449039,51.01323787458996,24.76342743
1756,1984427,55,50.662860029290194,50.87683565792601,50.782495354088866,50.586356857978814,24.74838326,50.86185207399289,50.681156195969095,50.91874523269364,50.9957698139626,24.76508627
1757,1985556,55,50.575174443202606,50.77357345190739,50.68962558159083,50.49762555905971,24.75058342,50.807425568119925,50.61321407489758,50.877204754743765,50.98208899121469,24.76599116
1758,1986685,55,50.529566917106244,50.73332263498921,50.625109258142025,50.4419565421192,24.75154795,50.76624237979561,50.54322989397536,50.84141387054059,50.978562302583015,24.76647377
1759,1987814,55,50.47021759226913,50.69460219620395,50.56132686816213,50.370351992616264,24.75272354,50.747026780973265,50.5341842567421,50.85203590034368,50.983713228728746,24.76964125
1760,1988943,55,50.426834303419994,50.65750427414334,50.5421123548068,50.3272454632513,24.75426094,50.80051692991154,50.57169452674774,50.88808176923438,50.999079231018165,24.77139111
1761,1990072,55,50.44880554303041,50.67965497659945,50.569605097135565,50.33858685654715,24.75585875,50.80707191424265,50.59663874005823,50.8930055131852,50.99571770411305,24.77217557
1762,1991201,55,50.48816753550197,50.71354238061973,50.6042746855951,50.37679348805244,24.75769789,50.8156812972647,50.58156692433228,50.896664958060406,50.99780231889965,24.77305059
1763,1992330,55,50.47771453437102,50.70658079813432,50.60403400947289,50.37824351325847,24.75836123,50.813301906205766,50.569765206944936,50.87954937004124,50.986614378361324,24.7753741
1764,1993459,55,50.444970417781434,50.67659422033359,50.57370624399872,50.328497210994044,24.75965782,50.80990017368429,50.575027046129804,50.88023243877732,50.99025389806555,24.77676229
1765,1994588,55,50.41761950954065,50.65237230083634,50.53602402113783,50.29778554520439,24.7612862,50.80369884323046,50.565079488513334,50.8704258935389,50.98832561282761,24.77760733
1766,1995717,55,50.38889702782159,50.61505558618334,50.51299987504596,50.253457921559715,24.76288456,50.80318293606332,50.58315802399138,50.87752089429537,50.98217576736246,24.77833167
1767,1996846,55,50.360680254586384,50.5985779884459,50.463900337318265,50.23607197577276,24.76378935,50.82512186405602,50.60027221804274,50.88644043487384,50.98708358781176,24.77920695
1768,1997975,55,50.34692491612718,50.57749755617106,50.45068567376344,50.204368146629676,24.76523708,50.83611986811457,50.62383807280147,50.898245137556856,50.991348425710626,24.78192357
1769,1999104,55,50.33925500412218,50.57235388272543,50.457128586425284,50.197544840970664,24.76547838,50.835995506311576,50.645249446136305,50.908826483827475,50.991921634055714,24.78340277
1770,2000233,55,50.35653913170059,50.57844087984818,50.466862455474725,50.23231712056308,24.76755971,50.835355480235606,50.65673810288215,50.90411678190093,50.98761329768074,24.78500284
1771,2001362,55,50.418298526420564,50.656848481373075,50.53036620170885,50.305066712715984,24.76912839,50.84050556482345,50.646677486743066,50.90826572481955,50.99513566359006,24.78557648
1772,2002491,55,50.49791477880908,50.70877866917614,50.58890809435936,50.37725134990502,24.77142128,50.83881429288151,50.643520446927084,50.91148697954577,50.99571770411305,24.786754
1773,2003620,55,50.52823562429034,50.73245974976518,50.62156507701087,50.419930282861884,24.77256782,50.8651964834958,50.66395442137205,50.917134475765145,51.001745886327754,24.78838453
1774,2004749,55,50.551072390402226,50.73546288284828,50.64113384759956,50.442002328304454,24.7736239,50.88913224426672,50.71255238846166,50.93889861084678,51.00488153028333,24.79031717
1775,2005878,55,50.59167292861836,50.7619976272494,50.6821195754694,50.495427434148795,24.77446881,50.88746016096234,50.71703778629967,50.94364899630578,50.98759607493385,24.79197818
1776,2007007,55,50.59376346114596,50.76222782747696,50.67644888565956,50.494420138073124,24.77649068,50.867145709021315,50.692181153534875,50.912914271882016,50.98572851091891,24.79348831
1777,2008136,55,50.54978070126276,50.72412866605301,50.64252610104981,50.451222036337654,24.77884476,50.861192859279335,50.69840765262115,50.91812331882163,50.98855149577716,24.79472669
1778,2009265,55,50.5450001651735,50.71952612401906,50.66144942203805,50.4440630946596,24.77887494,50.87875532054071,50.70296821049111,50.92308774630492,50.985789232141904,24.79602556
1779,2010394,55,50.56727807940665,50.74530123691957,50.688562166371725,50.45421404713872,24.78041429,50.881803399184925,50.711500148014565,50.93193602591889,50.989020484423136,24.79798913
1780,2011523,55,50.61087461882126,50.79270932114177,50.73607929077186,50.51620194566337,24.78222544,50.89943265633658,50.70175291099168,50.93335321215473,50.98493803099771,24.79910694
1781,2012652,55,50.629410493369726,50.804457722844575,50.73840850794921,50.541922529241376,24.78451979,50.872515612811746,50.673688919406466,50.91014157253599,50.972325680970094,24.80004353
1782,2013781,55,50.58896972383121,50.77359655968119,50.70765022823505,50.50687553253741,24.78503303,50.85870829505497,50.67383923947035,50.889977829151654,50.97195207984532,24.80218878
1783,2014910,55,50.53859520136404,50.7231391268283,50.66301896498474,50.467768698067715,24.78666342,50.85255481474799,50.68324825634952,50.90689984647816,50.97421907910536,24.80351834
1784,2016039,55,50.50057804142683,50.69410757284333,50.622628170470456,50.42486083418456,24.78832414,50.8452354425379,50.677109337808936,50.89182284030527,50.96786079424201,24.80460623
1785,2017168,55,50.495092086006686,50.663165678723395,50.577870455728124,50.390241433888676,24.78983399,50.863954322830686,50.69889651130344,50.92098775046378,50.978015149162694,24.8064195
1786,2018297,55,50.47767459220161,50.644835364033746,50.55860542612788,50.37439708567827,24.79007558,50.90466896834645,50.74810817916228,50.94883783104455,50.98569362381624,24.80835383
1787,2019426,55,50.50317462093123,50.65621550387314,50.55137806375222,50.38131157568927,24.79161577,50.90184070890481,50.73970172067518,50.92823563838046,50.96853844309066,24.80941175
1788,2020555,55,50.48181605358036,50.65577821119181,50.53561892590005,50.3469517597827,24.79382055,50.864928814146374,50.71291576810758,50.900498020558196,50.96073808438222,24.81004652
1789,2021684,55,50.45556998636454,50.64417927876003,50.539985846128104,50.325718998397036,24.79517978,50.83783980156581,50.63775732854617,50.86248457165494,50.95268600860391,24.81164866
1790,2022813,55,50.44562303221038,50.654178802240956,50.566858236099094,50.35511799753644,24.79536101,50.80743504099164,50.61827559348886,50.85278012394385,50.967991068865885,24.81361371
