,Temp,T1CA(v),T1CB(v),T1CC(v),T1CD(v),T2CA(v),T2CB(v),T2CC(v),T2CD(v)
55,55,50.684224450014625,50.809707779248804,50.75359113317843,50.600782687354865,50.900849421229736,50.742254567393864,50.87198771264175,50.903522642335304
50,50,46.311457267291445,45.91426151804425,46.08378946232634,46.47067560425006,45.81721393039061,45.99765929823333,45.40981089229406,44.95051408389045
45,45,40.97227970460351,40.4255249955304,40.666939670053914,41.223419191903474,40.26930073304423,40.59845582008695,39.8023216039115,39.19233469167831
40,40,35.3657737956805,34.840756472524674,35.08406102057146,35.63781308893056,34.73249075187658,35.11235634713052,34.33739524586471,33.739817688154254
35,35,29.71933219502018,29.296902339523623,29.4937016762107,29.922496941415968,29.313689799899276,29.627230654169708,29.05273066884456,28.594756477243305
30,30,24.272170430861646,24.006918666687387,24.11005098107059,24.38428900932878,24.121033076093234,24.328449117185702,24.020682998236314,23.755914679366718
25,25,19.07635320345362,18.99025806855945,19.004427221846957,19.0810760351355,19.217525870150695,19.30759714195939,19.26191405750777,19.209128935245307
20,20,14.363297739188274,14.480497715110966,14.414060364348687,14.302163553878982,14.623756164541582,14.586375959895914,14.783994799551667,14.948497746727055
15,15,10.014981415452521,10.312391069652614,10.174944030558066,9.889711039881652,10.283440726935055,10.061128405427347,10.523690358816797,10.94526924384511
10,10,6.154999507482629,6.613834694362599,6.432354071725618,6.0022767071749765,6.355698502493671,5.969058251738068,6.569045646189712,7.1657841314220985
5,5,19.248082857439258,20.631878843295993,20.146485722777513,18.98654612899211,21.575892234970738,20.82431095897929,22.789790196639732,24.0986150504559
