,T1CA(v),T1CB(v),T1CC(v),T1CD(v),T2CA(v),T2CB(v),T2CC(v),T2CD(v)
55to50,0.014067682945610782,0.023926135890158663,0.018824551293427215,0.009713523397200819,0.02852396071503236,0.018382494912171143,0.03468857181083358,0.05154730395951805
50to45,0.025836680141509437,0.03347274021698099,0.029026657216981187,0.021288195688679325,0.041858855509434044,0.029795742622641487,0.04215768439622636,0.05392109291509426
45to40,0.031546756811320756,0.037529377698113243,0.033670175566037755,0.02704642254716978,0.04568173649056599,0.03390663862264152,0.043279222084905644,0.05215637151886794
40to35,0.03312627766981131,0.038185998981132084,0.03470218143396222,0.0287904098773585,0.04559031216981135,0.03445233968867929,0.04217890563207547,0.049387746226415084
35to30,0.03336223939622642,0.03790624578301882,0.03474868010377361,0.029458986443396194,0.04461862116037731,0.03444622441509435,0.040787625283018915,0.0466028766603773
30to25,0.03218478604021611,0.0361703999564178,0.0334638158787758,0.028546101069669615,0.04275654064961469,0.03327599551342009,0.03883790007932504,0.04382920595916384
25to20,0.030699706197183096,0.03430154637558684,0.03173564985915493,0.02733484466666667,0.04037567209389672,0.03153061635680752,0.036728704638497624,0.04118382397183103
20to15,0.027847287868544623,0.030835602863849766,0.028532904535211245,0.02463239379342721,0.03782528127699529,0.02964895491079813,0.03456107574647891,0.03859189650704224
15to10,0.02569221120537688,0.028499536813579574,0.026349593707990126,0.022743515045708217,0.03573832881911594,0.028418253568030828,0.03288150053569845,0.03626039740158562
10to5,0.02280686662264151,0.02528897471698114,0.02326327400943391,0.0200373649245283,0.032341184679245294,0.025697928311320763,0.030522384971698104,0.034233777075471684
