,Time(ms),BB Temp,T1CA(v),T1CB(v),T1CC(v),T1CD(v),T1Therm(c),T2CA(v),T2CB(v),T2CC(v),T2CD(v),T2Therm(c)
1221,1380063,55,1.90388843,2.10106999,2.00984309,1.77074851,24.11469705,2.28525943,2.00264246,2.29042504,2.58635591,24.08520138
1222,1381192,55,1.90366184,2.10109516,2.00974474,1.77037085,24.11569071,2.28641285,2.00316174,2.29051552,2.58648691,24.08572668
1223,1382321,55,1.90329087,2.1007655,2.00921917,1.76985394,24.11668442,2.28549035,2.0010748,2.28894353,2.58567692,24.08610606
1224,1383450,55,1.90274169,2.10028793,2.00859289,1.76928116,24.11776587,2.28461663,1.99971957,2.28842583,2.5860058,24.08584341
1225,1384579,55,1.90225979,2.09960067,2.00756181,1.76909666,24.11823353,2.28494353,2.00034624,2.28919137,2.58634844,24.08756532
1226,1385708,55,1.9013723,2.09887133,2.00680808,1.76834961,24.11843814,2.28521576,2.001349,2.28970081,2.5862017,24.08890792
1227,1386837,55,1.90099897,2.09775882,2.00565584,1.76695386,24.11913967,2.28476336,2.00085332,2.28874211,2.5859995,24.08911223
1228,1387966,55,1.899938,2.09690319,2.00469124,1.76685827,24.12016278,2.28431529,2.00002563,2.28874762,2.58620131,24.08855767
1229,1389095,55,1.90049307,2.09784182,2.00634348,1.76775205,24.09959349,2.28568153,2.00211886,2.29053637,2.58729612,24.093199
1230,1390224,55,1.90259889,2.10044764,2.00888754,1.76970052,24.10038199,2.28836288,2.00396701,2.29255997,2.58771114,24.09398725
1231,1391353,55,1.90435381,2.10263962,2.0116161,1.77185118,24.10073244,2.28999546,2.00558699,2.29348404,2.5873921,24.09527188
1232,1392482,55,1.90444154,2.10207746,2.01056535,1.77121861,24.10111211,2.2862488,2.00210509,2.28967524,2.58556638,24.09673178
1233,1393611,55,1.90426018,2.10132254,2.01016291,1.77068202,24.10230956,2.28651592,2.002432,2.29113393,2.58735394,24.09716977
1234,1394740,55,1.90561423,2.10311522,2.01191783,1.77241688,24.1035655,2.28939632,2.00528723,2.29310127,2.58796645,24.0984254
1235,1395869,55,1.90657883,2.10375881,2.01268966,1.77300106,24.1047923,2.29180387,2.00724435,2.29509537,2.58831854,24.0985714
1236,1396998,55,1.90701195,2.10421121,2.01278683,1.7733618,24.1053181,2.29332669,2.00841075,2.29581528,2.5883862,24.0985714
1237,1398127,55,1.90707057,2.10423167,2.01309367,1.77388855,24.10616524,2.29423699,2.00964679,2.29567012,2.58834962,24.09997313
1238,1399256,55,1.90733256,2.10525409,2.01387023,1.77474496,24.10634052,2.29543015,2.01144655,2.29708278,2.58869501,24.10076165
1239,1400385,55,1.9091693,2.10671278,2.01572152,1.77624772,24.10727535,2.29691795,2.01278722,2.29834085,2.58914859,24.10312737
1240,1401514,55,1.9099317,2.1071164,2.01592097,1.7765341,24.10841473,2.29855288,2.01452444,2.29929678,2.58905929,24.1042081
1241,1402643,55,1.90965554,2.10662663,2.01543474,1.77617494,24.10911591,2.29952062,2.01617786,2.2999325,2.58889761,24.10444178
1242,1403772,55,1.90882627,2.10657982,2.01478722,1.77608761,24.11043071,2.29844863,2.01458462,2.29738176,2.58743774,24.1045002
1243,1404901,55,1.90661266,2.10422655,2.0118781,1.77397274,24.11054758,2.29459734,2.01055945,2.29416618,2.58691453,24.105581
1244,1406030,55,1.90558355,2.10240712,2.01053782,1.77308643,24.1111904,2.29382236,2.0100386,2.29450765,2.5877552,24.10730456
1245,1407159,55,1.9057826,2.10260421,2.01113302,1.77329453,24.11238844,2.2942189,2.01047605,2.29535108,2.58793892,24.10742142
1246,1408288,55,1.90620747,2.10259831,2.01143121,1.77312341,24.1135281,2.29370788,2.00932381,2.29421378,2.58754671,24.10791807
1247,1409417,55,1.90554618,2.10206959,2.01055827,1.77229375,24.11437559,2.2936595,2.00932657,2.29462763,2.58770878,24.10940808
1248,1410546,55,1.90582509,2.10197872,2.01030099,1.77148376,24.11428791,2.29416618,2.00967432,2.29522834,2.5880353,24.11081055
1249,1411675,55,1.90698717,2.10347714,2.01089423,1.7726895,24.11571994,2.29586838,2.01151146,2.29605485,2.58845741,24.1114826
1250,1412804,55,1.90791714,2.10487053,2.01231751,1.77400814,24.11683056,2.29701945,2.0123246,2.29656823,2.5887135,24.1116287
1251,1413933,55,1.90849897,2.10603615,2.01352247,1.77486967,24.11753204,2.29680426,2.01242491,2.29658593,2.5884814,24.11192091
1252,1415062,55,1.90827434,2.10515496,2.01368022,1.77547746,24.11811662,2.29707334,2.01255158,2.29739749,2.58863561,24.11323588
1253,1416191,55,1.90776765,2.10413096,2.01267786,1.77420366,24.11823353,2.29784321,2.01360862,2.29749742,2.58924261,24.11422947
1254,1417320,55,1.90714177,2.10402002,2.01246504,1.77392042,24.11896429,2.29949112,2.01488045,2.29897066,2.58971193,24.11528155
1255,1418449,55,1.90799739,2.10534693,2.01310469,1.77458839,24.11984123,2.3009443,2.01672939,2.30020788,2.58974851,24.11656751
1256,1419578,55,1.90878811,2.10550743,2.0128958,1.77495975,24.12112747,2.30151629,2.01718612,2.30015005,2.58975087,24.11712284
1257,1420707,55,1.90867167,2.10520216,2.01291114,1.7752548,24.12258921,2.30178931,2.017812,2.30002928,2.59000973,24.11761972
1258,1421836,55,1.91060754,2.10726982,2.01585213,1.77722569,24.12355401,2.30314847,2.01936668,2.30170866,2.58995465,24.11861352
1259,1422965,55,1.91125427,2.10744724,2.01617432,1.77755535,24.12413876,2.30201905,2.01763812,2.29900568,2.58883781,24.11966584
