,T1CA(v),T1CB(v),T1CC(v),T1CD(v),T2CA(v),T2CB(v),T2CC(v),T2CD(v)
55to50,0.043633818344372875,0.05214478526671788,0.04547638406430847,0.039282924418390854,0.05235402444383519,0.04257667458317238,0.04944482997246098,0.05867594092754338
50to45,0.039132874343477564,0.05028341566786141,0.041958954259055936,0.034835346428338146,0.044588705610370385,0.0362944791981362,0.04223238342566989,0.04970553734535379
45to40,0.03712611038991813,0.04802312805898614,0.03994237860530325,0.033213420909360636,0.04240510172545742,0.034475230410844215,0.04037495675019542,0.04745112386512327
40to35,0.034094727983913754,0.04445146760269618,0.03681062954422951,0.030385827071947747,0.04016631339229963,0.032564422764856625,0.03855608154326253,0.0455533570264655
35to30,0.033540973977570054,0.04360904240747665,0.03641481233831776,0.0303069172542056,0.03880478174766346,0.03150641684672899,0.037312888442990653,0.04389243070280382
30to25,0.030514177106542074,0.039938669536448625,0.033083688899065364,0.027411213899065468,0.03629720776261687,0.02923424492897193,0.035382092528971974,0.04199669800186916
25to20,0.0294665844542056,0.038432908940186875,0.03210226654205615,0.02672824218691585,0.03503844611214953,0.02836528669719631,0.034173252366355114,0.040304415790654156
20to15,0.026896599117756992,0.03545396724672898,0.02946063453084107,0.024362389399999997,0.03254066124485986,0.026124852330841053,0.03225380457757008,0.03846691372897197
15to10,0.025228054295327106,0.03324867872523363,0.027647682846728982,0.022937444310280396,0.031692001598130834,0.02573392089345796,0.03129982248224299,0.03671113019813084
10to5,0.024327062123364485,0.03209122632897199,0.02687924181682244,0.02236464715514015,0.030095942882242953,0.024290482370093458,0.02997804756261686,0.03523300770841122
