,Time(ms),BB Temp,T1CA(v),T1CB(v),T1CC(v),T1CD(v),T2CA(v),T2CB(v),T2CC(v),T2CD(v)
31476,35557963,15,12.41206388294986,12.860348990094987,12.228883004620876,12.605002603012021,12.740500140056389,12.264953915466359,12.796497943791444,13.2486395105546
31477,35559092,15,12.409438174336943,12.85791071119473,12.226451420587363,12.602081121898044,12.7399251320553,12.26348948621748,12.795177945815283,13.248638297770002
31478,35560221,15,12.406401150488847,12.854897697234389,12.223382574922676,12.598616810448727,12.738672376294533,12.260853102035995,12.79358312964016,13.248638028262313
31479,35561386,15,12.404977493114723,12.853921282558705,12.222818991798095,12.597759890433855,12.738358339371528,12.25930408100608,12.792907345699943,13.248637826131548
31480,35562515,15,12.406537975858814,12.85576704861375,12.225290509396396,12.600061473152948,12.73781501563157,12.25732898803818,12.791713152676055,13.248637039877124
31481,35563644,15,12.40886867884978,12.858194170136478,12.228300326728123,12.603127987299322,12.736766270387957,12.254683193165294,12.790192263537067,13.248636388947538
31482,35564773,15,12.410751955962457,12.860025407447196,12.230589656956429,12.605686959794896,12.736349441460172,12.252726191331435,12.789387694580775,13.248636388947538
31483,35565902,15,12.412017837234728,12.861267719103076,12.232073561544672,12.607460857439152,12.736355981054757,12.252975492532174,12.79050645813366,13.248637107825036
31484,35567031,15,12.41286155629326,12.862024336558067,12.232801489222389,12.608487617345917,12.736943855189121,12.256348283319761,12.79328272848175,13.248637961456382
31485,35568160,15,12.413276948136026,12.862349817985818,12.23291108517454,12.608821290988956,12.737729653498722,12.26042295519199,12.7959703826603,13.24863933183446
31486,35569289,15,12.412984401664884,12.861789979427193,12.232209230889346,12.60830371413331,12.737914018091242,12.263555755240015,12.79725917946899,13.248638769979447
31487,35570418,15,12.411841062651632,12.860295227429896,12.23057523692091,12.606867145590344,12.737312877495649,12.262314119245953,12.795157110174582,13.248636523701382
31488,35571547,15,12.411138479326985,12.859383639299253,12.229670817582193,12.606192823064083,12.736222705772702,12.25856823787913,12.792066117601054,13.248635310916784
