,T1CA(v),T1CB(v),T1CC(v),T1CD(v),T2CA(v),T2CB(v),T2CC(v),T2CD(v)
55to50,0.05503537836154733,0.061493273783241785,0.0550338302756884,0.05146528082257902,0.06767500227971412,0.05560323443136008,0.06547326303761598,0.07112280829992815
50to45,0.04071935857446265,0.04377536315778707,0.04166209467537811,0.03638909999046991,0.04933776286959581,0.04033077108683312,0.04795956846301137,0.05536943277159008
45to40,0.035611652065244706,0.03804199521957337,0.03676595756838148,0.03141156188456713,0.04444731067503136,0.03627364215307405,0.043430329053952346,0.051219151392722706
40to35,0.0334123643175791,0.03564951106736321,0.03449133616076303,0.029356635124963004,0.042171938224217054,0.03433170736310791,0.041511795704141784,0.048935624674883195
35to30,0.031881116238693455,0.03389899312562812,0.03303294000753767,0.028315748138190933,0.03945470569597993,0.031801069072864306,0.0393647049874372,0.046936120500000025
30to25,0.024355140128140728,0.025282100989949742,0.025268315949748744,0.020840567706030134,0.03125377223618088,0.024044505778894477,0.0324167009246231,0.041814475487437164
25to20,0.03860039376226175,0.040335140320195716,0.04015758066739596,0.034627240027051844,0.047759102009243215,0.04037933015903544,0.04556040577150181,0.05005076853215892
20to15,0.03064014269761605,0.033182189084065256,0.03198488791718945,0.027692670100376404,0.036199192705144295,0.03222881530991218,0.039319847181932245,0.04045499493601004
15to10,-0.15281882588958592,-0.170893026587202,-0.1560203739523212,-0.13960419595984946,-0.19354168159598492,-0.15672080024843163,-0.20020264266248428,-0.23105480497616063
10to5,-0.001594895952321207,0.004296996323713942,-0.003479457237139294,0.0014410647804266041,-2.6259124215832763e-05,-0.0016703769736511997,0.002553056557089084,0.0015283854303638211
