,Time(ms),BB Temp,T1CA(v),T1CB(v),T1CC(v),T1CD(v),T1Therm(c),T2CA(v),T2CB(v),T2CC(v),T2CD(v),T2Therm(c)
2284,2580826,55,51.98942595478513,52.468167144334416,51.82890690950637,52.5354798487748,26.62706084,52.29518777724752,52.32906901524848,52.585898245493695,52.56993516009959,26.88329729
2285,2581955,55,52.01673965765258,52.22988475855573,52.028487939074694,52.274587643937025,26.62659889,52.36268370669279,52.19303074684274,52.69131527035154,52.485652590946984,26.88470033
2286,2583084,55,52.22691628649625,52.01083555063326,51.67242953866128,52.20395279998911,26.62699484,52.37960836909792,52.26298559825466,52.500633150208955,52.412811706233015,26.88596984
2287,2584213,55,52.19541106257509,52.28868557838166,51.988000647865874,52.38165355044498,26.62871073,52.41850592070193,51.91372971970168,52.48720169232456,52.55285251630812,26.88563575
2288,2585342,55,52.481385406476534,52.09947223794836,52.07185721886549,52.3366136707657,26.62847974,52.316003678131324,51.82958179600723,52.625078073736404,52.56945176634247,26.88640416
2289,2586471,55,52.4794210219826,52.18368692381068,52.08570271700705,52.49043996909552,26.62861173,52.43795716870113,51.910632572167174,52.4823498627286,52.44665336579226,26.88814153
2290,2587600,55,52.20230517630853,52.315206349483105,52.17660488682111,52.32701634121611,26.63059177,52.59706778400766,51.706706404623674,52.37506893852458,52.36269032810617,26.911811
2291,2588729,55,51.96112380366935,52.058584176230966,52.2270264059531,51.99573329233431,26.63075678,52.74100405256536,51.96949149883119,52.579742160630076,52.41748587807149,26.91261383
2292,2589858,55,51.47924902651346,51.85898166084701,51.68731759949287,52.078430490500864,26.63082278,52.63597028000618,52.03892797173626,52.419845207552385,52.48017549388476,26.91358395
2293,2590987,55,51.86513797153589,52.20512829298934,51.65519073138273,52.133317956041424,26.63286904,52.50292651255222,51.80041480280522,52.72452398084113,52.41152129069485,26.9135505
2294,2592116,55,51.64118562722854,52.24889318411431,51.88716425012865,52.25416047250303,26.63210992,52.599984976768155,52.04021407537357,52.72919084332648,52.37091211853533,26.91512286
2295,2593245,55,51.86391179522775,52.22347931807781,52.03475659626679,52.30757142580512,26.63356217,52.37376903918255,52.06706476967781,52.518356793610906,52.387027974812554,26.91525668
