,Time(ms),BB Temp,T1CA(v),T1CB(v),T1CC(v),T1CD(v),T1Therm(c),T2CA(v),T2CB(v),T2CC(v),T2CD(v),T2Therm(c)
81008,91200628,55,42.725154832776056,42.89852924125442,41.93622902518489,39.056854282492175,36.4291105,45.344823086218156,45.16251123515946,45.1497123347914,44.17486464344411,35.16750803
81009,91201757,55,42.73546039120333,42.95457115775999,42.09657810066169,39.19394346855091,36.4335504,45.02293438034778,44.79678864635343,44.71666303736779,44.059556917020736,35.16829673
81010,91202886,55,42.94930781560226,43.19086238362516,42.3163398675032,39.35587886243534,36.43522213,44.401128965292216,44.004486195010706,43.92423549696223,43.76634410333128,35.17189553
81011,91204015,55,42.71764713373712,42.941695557689954,41.970843752709435,39.036796249988456,36.43856596,43.47292140363764,42.89813842797757,43.14326623393776,43.714340223249025,35.17219135
81012,91205144,55,42.26002146657055,42.420022316389314,41.315441613339075,38.490926170756595,36.43982003,43.43934652368488,42.87068627965847,43.43250502113204,43.97187562487198,35.17322675
81013,91206273,55,41.393609154672134,41.50299271579749,40.22792774468756,37.57388697576547,36.44044709,43.873161060171824,43.37119557716872,44.04271856388809,44.15552193644398,35.17613598
81014,91207402,55,40.70924145965647,40.833268256933174,39.47984861152769,36.906503025891894,36.44300778,44.19478205208777,43.7616560006233,44.288296058725194,44.071754088181635,35.17889764
81015,91208531,55,40.352789263282304,40.54062343515026,39.25538541110604,36.64831586232717,36.44258969,44.15240665337682,43.67841575473733,44.17502136847755,44.08312861030926,35.18175831
81016,91209660,55,40.64981795342395,40.94930484694728,39.71936191134496,36.94840343692912,36.44577785,44.36382359715698,43.942069729049024,44.41180920753861,44.164262714426556,35.18294214
81017,91210789,55,40.92277047378666,41.298945506069465,40.15550487251019,37.27328176693866,36.44802551,44.34034014730126,43.8500311049622,44.22885126415721,44.02489329580396,35.18693806
81018,91211918,55,41.22666928310484,41.60003667673958,40.483201181884255,37.54485340546981,36.45137131,44.17151865775317,43.646983869404835,44.01874031030178,43.97245728737201,35.18856623
81019,91213047,55,41.598495278940455,41.9901567286587,40.89853782534831,37.88929985996725,36.45314897,44.036109377280894,43.53440525722532,43.9731147490274,44.02299053710286,35.22525718
81020,91214176,55,41.44049696505468,41.79417961458581,40.54518619504846,37.557849478541684,36.45612949,43.84427324124144,43.29112803527506,43.820732470856726,43.997374999219986,35.22827225
81021,91215305,55,40.91767236597052,41.24864436533382,39.9421692751276,37.08156396014638,36.4569662,44.188267922351855,43.74050519495557,44.33656048377533,44.242821156166244,35.22960692
81022,91216434,55,40.805058145927916,41.13719321588637,39.8854672051273,37.058603369503864,36.45816902,44.671163107329406,44.291503941567555,44.686623013084024,44.192886043036744,35.23336421
81023,91217563,55,40.905982811240065,41.26711410964778,39.994909513569,37.12556263429212,36.46135945,44.350785611474286,43.92742756709715,44.23111311136715,43.97913732424607,35.23588591
81024,91218692,55,40.84723611665984,41.166411120991704,39.855681938497554,37.00916965348097,36.46282406,44.23513877573087,43.84341326790489,44.26393095335829,44.128593539410694,35.23697379
81025,91219821,55,40.7563482087373,41.08116062412014,39.768366558276654,36.93696919531103,36.4647596,44.588517061941644,44.28431935226844,44.667148783488074,44.25407106650192,35.23944646
81026,91220950,55,41.06774484586987,41.47714990009349,40.2706638135124,37.360567397541935,36.46768938,44.57415922944272,44.20910315413658,44.4478908277203,44.03538708713087,35.24093019
81027,91222079,55,41.4633880816713,41.89430493564025,40.7041948671331,37.660858219354274,36.47035791,44.005241544970914,43.53374039726047,43.836784297900984,43.90060380486477,35.24498625
81028,91223208,55,41.533445934041005,41.94683445595783,40.785665587478846,37.768904436402416,36.47318377,43.82608936053817,43.271645338039335,43.79046447133852,44.05106557382848,35.24350224
81029,91224337,55,41.50457057737388,41.853165351298586,40.56721465999203,37.62206361366624,36.47438749,44.080014952118304,43.57072146603443,44.1524616554817,44.17356002134436,35.24948837
81030,91225466,55,41.44653081433623,41.86370253986256,40.683309879027235,37.762581920867824,36.47820843,44.4863862551456,44.03480591567504,44.57788210465602,44.29939490971011,35.25008212
81031,91226595,55,42.01167284683757,42.456319796714205,41.356630330509724,38.300659760517654,36.47899364,44.79015794801251,44.35194716745016,44.65020396938055,44.12301853456285,35.25369449
81032,91227724,55,42.33713876314144,42.74615857131355,41.72376080659551,38.629401902235635,36.48312952,44.38110828966453,43.87121461320427,44.173771287462976,44.00032449697344,35.253645
81033,91228853,55,42.36888183709368,42.708027147880486,41.612859838611925,38.55676698846797,36.48443851,44.141674265982886,43.66997738199471,44.1231259838858,44.07394746692633,35.25701047
81034,91229982,55,41.86662861685757,42.152257297855854,40.98661209937759,38.07957566892112,36.48836595,44.14130126579569,43.66402440490225,44.15971373935017,44.08617779749626,35.2589409
81035,91231111,55,41.98239909767205,42.33899965633101,41.23812038102713,38.31353576500627,36.48831358,44.4676474941117,44.025865918698834,44.537226857425665,44.26234655672575,35.26240621
