,T1CA(v),T1CB(v),T1CC(v),T1CD(v),T2CA(v),T2CB(v),T2CC(v),T2CD(v)
55to50,-0.12449715969114879,-0.11094214137288139,-0.11678717830131827,-0.15880480514689263,-0.07856912246516008,-0.100663472212806,-0.03092589375329564,0.01893664059133715
50to45,0.046585153269303216,0.056387944024482106,0.048919409499058375,0.042440408026365305,0.05431142516195862,0.04579640454613929,0.0505146324425612,0.056624475534839916
45to40,0.0404873929322034,0.05063739060451977,0.04248448034463277,0.03646367450470811,0.044410470344632746,0.0366315770508475,0.041710541979284345,0.048595705470809755
40to35,0.036672103968018566,0.046272895870515376,0.038461375845363535,0.032891931162382,0.042426172808350725,0.03516363179150965,0.03958726981888665,0.04594766949756135
35to30,0.035114023183443074,0.04431771690686735,0.03701608408278458,0.03179783157102538,0.040283784997177795,0.03320631832549388,0.03777591108936973,0.044227430082784555
30to25,0.034971181247785046,0.043975447103973234,0.03702531157844321,0.032034056294841205,0.039078652181288774,0.032416601120284605,0.036932830121875496,0.04304313983584995
25to20,0.01663465071186441,0.022788662427495294,0.017579000758945397,0.012898273760828615,0.025673021431261777,0.019376611969868174,0.026205917821092283,0.035853358077212814
20to15,0.04063054899811676,0.02800596412241054,0.04232964754802259,0.03797776924858757,0.045418617540489634,0.03805307643879473,0.041094101192090386,0.045617411252354044
15to10,0.010059121760954406,-0.009525527866484895,-0.0033996140171139123,0.009908995890474509,-0.010101157811553838,0.009827026689302737,0.003198190625995434,-0.011463978296178777
10to5,-0.17722974917403572,-0.1746975721298213,-0.1732558892511759,-0.16225563689557856,-0.18478226806773282,-0.16888425528880527,-0.19162832883160866,-0.211640140289746
