,Temp,T1CA(v),T1CB(v),T1CC(v),T1CD(v),T2CA(v),T2CB(v),T2CC(v),T2CD(v)
55,55,31.97605628150479,36.297239439000016,33.484607714545035,26.688176565112236,39.134215118250054,34.389997480999696,43.87432003504188,48.582938511583
50,50,47.73168985585752,49.22857130485811,48.11469462621913,45.34519023220556,48.68646328873575,48.33895800546212,47.773843198206265,46.58316841197312
45,45,41.83614487525678,42.65603531095447,41.98649439868678,40.35912402436948,42.08340861073754,41.99293968189448,41.404327061990784,40.6034418319341
40,40,36.7122968372522,36.753779462770616,36.66440640170098,36.075227998946886,36.6840886133933,36.91689361474847,36.144940675493004,35.47157917122379
35,35,32.07128949255415,31.360245810983777,31.846298116659217,32.21095444207297,31.52601481959491,32.044261060214936,31.153282977363073,30.619357618789895
30,30,27.627463754102468,26.19460633649697,27.20924347472116,28.475220012275322,26.628407471235345,27.44285388338082,26.390024024275018,25.94879887657033
25,25,23.20171525695383,21.06886157067646,22.571032891990416,24.71173297199049,21.87731732167576,22.95087800152196,21.733071255492998,21.403304990160667
20,20,21.096530994889783,18.41263235982597,20.368887822090624,23.196392994619536,18.75605206755058,20.265856418974835,18.42870164307261,17.61707516192933
15,15,15.954565961091305,15.148278419937705,15.066195937795712,18.73461515822969,13.234163917412287,14.992832854310109,13.247043814642009,12.799729941478908
10,10,14.681542247630128,16.258566724406155,15.492070158407484,17.57046731279926,14.462238804820995,13.631099503088748,12.843775972950112,14.010362889213189
5,5,37.110704434043235,36.62118325059668,37.19606844462581,36.63289827843413,36.92763012786766,37.033429647697936,37.006670437971245,36.36024181242042
