,Temp,T1CA(v),T1CB(v),T1CC(v),T1CD(v),T2CA(v),T2CB(v),T2CC(v),T2CD(v)
55,55,52.686526504726245,52.78155751379583,52.460776791345744,52.81702820372985,52.5781738043719,52.605689385470015,52.43855190096389,52.49707134750111
50,50,46.30324815528883,46.23080831969848,46.31181459896555,46.28469962688506,46.1454872931564,46.112126205439424,46.02192349609096,46.06742939375758
45,45,39.7686615450048,39.72337413086477,39.846309249992785,39.79583146771883,39.81043205964405,39.77526229185073,39.82518368052734,39.845899979483754
40,40,33.50732942819823,33.49555001251357,33.6084581899178,33.5671902912916,33.74591624965857,33.72437187988261,33.85620729037365,33.846729160666136
35,35,27.771538979121367,27.758149990921073,27.878495317409453,27.90201839254811,28.04914625417908,28.068194057142744,28.17418873361342,28.092649600576625
30,30,22.036306584468097,22.055988964607174,22.1308343955643,22.151837223402968,22.46919884976529,22.504459113579127,22.620704978582317,22.53808209155308
25,25,16.844911366315742,16.85638548300975,16.91486987663918,16.982802735291546,17.204073455691827,17.255891177693265,17.319349751390074,17.22155468308232
20,20,11.893974590500044,11.900308409276253,11.925096931168675,12.02126191704643,12.06534563612059,12.082690082903651,12.148731996864598,12.108019173347088
15,15,7.186556741996851,7.184814380648469,7.163132286850086,7.276438486029937,7.1990096691637815,7.180559780029072,7.200438667814939,7.214029472418635
10,10,2.732800557086065,2.743226851895682,2.6522392462452604,2.7875103036946554,2.608139021813512,2.599851260418278,2.5058215445836014,2.5591080800116597
5,5,-1.4680878171867897,-1.4663974447263923,-1.6282602217786941,-1.488651273046169,-1.7769548984969805,-1.8111278382619567,-2.013134674432795,-1.892605587330099
