,Time(ms),T1CA(v),T1CB(v),T1CC(v),T1CD(v),T1Therm(c),T2CA(v),T2CB(v),T2CC(v),T2CD(v),T2Therm(c)
0,838,28.12677416829264,27.454084769749027,27.791343770611306,29.3100182764811,23.8294948,27.364025319974992,27.519735021285662,27.11263110025378,26.548302075507998,23.81742202
1,1967,29.475657786401634,28.793685122216164,30.064999191991994,30.674584343747025,23.85833684,28.060696982750343,28.414695776632904,27.995071430643534,26.705627231422326,23.84610287
2,3096,30.411918823453206,29.631898848924383,31.360516607331206,31.64398847093913,23.85553739,28.51831611286443,29.082677694182514,28.45429937113314,26.717553542032295,23.84229567
3,4225,31.07672001448332,30.14136295789064,32.132232366323905,32.34880160587649,23.8532577,28.836113470450286,29.55496454485386,28.677169981089925,26.712567556808672,23.84085373
4,5354,31.48293797022425,30.430230020577827,32.58656871601887,32.811019354353405,23.8504878,29.028182988357532,29.86575892029802,28.80296346345748,26.714044296951958,23.83944073
5,6483,31.806503391715808,30.62560420049977,32.91623901728474,33.16156382094876,23.84867025,29.18114314816312,30.10623089467626,28.885667124941534,26.7213840575834,23.83782599
6,7612,32.03030512128271,30.783661665768694,33.156305083437964,33.449783976963346,23.84777595,29.309966673738646,30.31258785794909,28.948900217877757,26.73013122576169,23.83629787
7,8741,32.207967213818435,30.87664822503469,33.28140132434751,33.6281013795992,23.84708363,29.391835846069437,30.441455783721104,28.969410419114958,26.722313423501923,23.8350005
8,9870,32.31488123105285,30.91818781222307,33.3598665665796,33.774898097833,23.84552598,29.424724927973834,30.538013176103597,28.970827346220013,26.727455738274216,23.83324198
9,10999,32.422394719321325,30.978989922646516,33.42096548214879,33.90140843184932,23.84492025,29.469376644709914,30.631312890661235,28.993804472482836,26.733206148494265,23.8322907
10,12128,32.476550885149635,31.00163524846325,33.439116580285024,33.985377191464536,23.84342045,29.489136812208667,30.65816126427231,28.975822351135342,26.72055029999054,23.83015771
11,13257,32.49162465369222,30.963927456676497,33.40020684484897,34.008884129390864,23.84269943,29.487560186303856,30.679359578025085,28.970399262171448,26.720002925765773,23.82966773
12,14386,32.514421477634706,30.959428460869436,33.38171371634121,34.03037647516584,23.84114211,29.5029919801123,30.707786630781506,28.984048976008083,26.729609906461704,23.82860134
13,15515,32.542531625587166,30.99131367866649,33.399700395361876,34.09482208299069,23.83955607,29.525934060929963,30.735324502143172,28.999655904626074,26.729775068188257,23.82785202
