,Temp,T1CA(v),T1CB(v),T1CC(v),T1CD(v),T2CA(v),T2CB(v),T2CC(v),T2CD(v)
55,55,3.0046231003347286,3.2226700288702927,2.961369458828452,2.9996137508368204,3.24578424125523,3.277099684225941,2.976462847698745,1.6826683684518828
50,50,2.5208161307112964,2.733803372259414,2.5150268769037663,2.5551569689121343,2.720491119748954,2.8473559269037656,2.4647354222175735,1.5381699711297068
45,45,1.4882974805439328,1.4642456876987449,1.451758579539749,1.5041782745188286,1.6708526347698742,1.723367182635983,1.5985568586192471,1.339340971464435
40,40,1.2157639201255228,1.1480871792887029,1.167789283012552,1.1899914797071132,1.2589824150209203,1.2489701274895395,1.2664162625104605,1.2614195639330543
35,35,0.9632799310460249,0.8587222700836821,0.9132745291213389,0.8452604253974895,1.0138325529288703,0.9669391165271967,1.0529783124686194,1.208181493096234
30,30,0.680252800292887,0.531765871589958,0.640781079916318,0.4785745330962343,0.7818895248535565,0.7026453669037658,0.8431706221757322,1.1578799088284522
25,25,0.4654277634309623,0.2762274375313808,0.4570750328870293,0.20109606230125524,0.5789517389121338,0.4604460764016736,0.6457865891213389,1.1118408671966526
20,20,0.3127743791631799,0.0964045329707113,0.3285374786192468,0.008910457949790796,0.39465789698744774,0.23799933861924688,0.44559898945606696,1.063017081966527
15,15,0.16837512665271964,0.00027685476987447693,0.1981847851882845,0.000196795230125523,0.2214906630125523,0.041349633012552296,0.2609606587866109,0.998259270711297
10,10,0.14546152451882846,0.00023648071129707111,0.1700413858995816,0.00019570351464435147,0.1157560579497908,0.0003097133891213389,0.1121827440585774,0.8826835367782427
5,5,0.44801297079497904,0.1895195449372385,0.4343677982008368,0.2642575079497908,0.47147454133891215,0.40050134133891213,0.5800623976987447,1.004761500920502
