,Temp,T1CA(v),T1CB(v),T1CC(v),T1CD(v),T2CA(v),T2CB(v),T2CC(v),T2CD(v)
50,50,1.5630748832217576,1.5908813510460251,1.5614199096652719,1.4213186114225942,1.948776349623431,1.8402591223012552,2.1595029378661086,2.1844191332217573
45,45,0.8337038705020922,0.5920106397071129,0.7991546189539749,0.7934604115899582,1.0156330360669457,1.0678236476569036,0.9575362927615062,0.9955928602928871
40,40,0.5558984245606696,0.22529348866108787,0.5141504533472804,0.5438224719246861,0.6446267285774058,0.7331852379079498,0.513022451171548,0.6367149165690377
35,35,,,,,,,,
30,30,,,,,,,,
25,25,,,,,,,,
20,20,,,,,,,,
15,15,,,,,,,,
10,10,,,,,,,,
5,5,,,,,,,,
