,Temp,T1CA(v),T1CB(v),T1CC(v),T1CD(v),T2CA(v),T2CB(v),T2CC(v),T2CD(v)
55,55,53.09559829305275,53.21834310974466,52.93816370719757,52.35676781148884,55.66455472333713,54.888824487889515,56.31122295956351,57.83915587835719
50,50,51.0257198661857,51.352776990023706,50.87771675477808,50.87974251360684,51.55405983725309,51.54095504075047,51.49033071669951,51.194708465451775
45,45,46.31304411757304,46.6714432386439,46.30399348216653,46.48597849701357,45.56495145614055,45.81891868128692,45.30340729271853,44.525740855243775
40,40,40.735411722606884,40.905757229670414,40.82548981908579,41.03092162870654,39.44057441185549,39.783293184263414,39.17622685017922,38.40453371183113
35,35,35.02406518285025,34.86170957674357,35.166789597679724,35.339471119005786,33.71935973931372,34.06108947687922,33.475242849610275,32.86845310337038
30,30,29.570825029179623,28.981185490799323,29.726808306932707,29.87640757454208,28.43180377156056,28.72729399552513,28.19620591405871,27.836358003390092
25,25,24.286482179093348,23.2242632658434,24.419109019933913,24.524770929691673,23.396389616942376,23.613128005389033,23.203966809004758,23.19877492841228
20,20,19.33044594795533,17.761363397164896,19.42592268010597,19.489970437916497,18.802917706159683,18.94149572945884,18.586122847592492,18.92821644347654
15,15,14.49812024738289,12.431939405514264,14.523475124652355,14.504961436938123,14.577611444527221,14.641951425610554,14.29442665005786,14.965217841501142
10,10,10.176265342365717,10.295908794175766,10.093026805375574,9.97676505410177,10.795514710101882,10.817918353792628,10.3704381371804,11.31480374253142
5,5,5.944022157359028,10.295309501676144,5.6995047020918905,5.534242997272466,8.052262582808302,7.165131370970839,9.592409005743011,8.924036997763634
