,Time(ms),T1CA(v),T1CB(v),T1CC(v),T1CD(v),T1Therm(c),T2CA(v),T2CB(v),T2CC(v),T2CD(v),T2Therm(c)
101,114868,1.7717797499999999,2.1839182299999997,2.23421715,2.20076872,24.40462164,2.24626356,2.2601294000000003,2.24463453,2.2454142299999997,23.19311158
102,115997,1.7718320699999999,2.18341587,2.2343426500000003,2.20054842,24.40557011,2.2463379100000003,2.2596455300000002,2.2450649,2.24527301,23.1931954
103,117126,1.77194301,2.18260273,2.23383635,2.20026754,24.40580724,2.24519866,2.25919431,2.24450039,2.2455889,23.193866
104,118255,1.7714556,2.1826589800000002,2.2334311600000003,2.1997655700000003,24.40539227,2.2450027500000003,2.25815812,2.24402045,2.24499999,23.19436896
105,119384,1.77145009,2.181801,2.2319673499999997,2.19936668,24.40613329,2.24520416,2.25747913,2.2439036100000003,2.2450180900000003,23.19557053
106,120513,1.77066685,2.18159604,2.23097837,2.19791192,24.40562939,2.24455822,2.25708377,2.2436935399999998,2.24473445,23.19582203
107,121642,1.76997881,2.1807471,2.22968647,2.1977848499999997,24.40672613,2.2439661600000003,2.2570050999999998,2.24303107,2.24502714,23.19660449
108,122771,1.7697443499999999,2.18043908,2.2297509900000003,2.1977990199999997,24.40782292,2.24433792,2.25780683,2.24346105,2.2447985800000003,23.19584997
109,123900,1.76964915,2.17970895,2.2297297499999997,2.19734622,24.40811936,2.24425806,2.2570527,2.24300196,2.24470102,23.19649271
110,125029,1.7692156300000002,2.1792486799999997,2.22880961,2.19669791,24.40871225,2.2442942500000003,2.25682414,2.24241856,2.24447128,23.19730314
111,126158,1.76892688,2.17904805,2.22850158,2.19618965,24.40829723,2.2437557,2.25678558,2.24216955,2.24462981,23.19755466
112,127287,1.76896386,2.17829117,2.22794887,2.19550437,24.40877154,2.24310818,2.25623877,2.24180409,2.2447415399999997,23.19900796
113,128416,1.76881949,2.17768849,2.22758538,2.19494654,24.40862332,2.2422753699999998,2.2558678,2.2405118,2.2441313899999997,23.19906386
114,129545,1.76824946,2.17758188,2.2271805799999997,2.19418572,24.40948304,2.2414571199999997,2.25574546,2.24029465,2.2441581399999997,23.1993713
115,130674,1.7678395500000001,2.1773769300000003,2.2269374600000003,2.19392136,24.41049104,2.24133556,2.25595081,2.2404417800000003,2.2439641999999997,23.1994831
116,131803,1.76738873,2.1770338899999997,2.2265358099999997,2.1938655000000002,24.41078751,2.24040283,2.25526631,2.24029229,2.24392958,23.19898001
117,132932,1.76723609,2.17669911,2.22613809,2.19360193,24.41149908,2.2412498000000003,2.25438236,2.23934382,2.24394807,23.20071291
118,134061,1.76738243,2.1755059599999997,2.22512432,2.19327306,24.41066892,2.2404114799999997,2.2542285399999997,2.2391487000000003,2.2439343000000003,23.20116014
119,135190,1.76758778,2.17470187,2.22510583,2.1927282100000003,24.4110247,2.24037647,2.2536982500000002,2.2393776499999998,2.24364555,23.20166328
120,136319,1.7670968299999998,2.17425931,2.2248107900000003,2.19190524,24.41241822,2.23972069,2.25318763,2.2383359599999997,2.24364791,23.20118809
121,137448,1.76705198,2.17404727,2.22444533,2.1917345,24.41241822,2.24011251,2.25302792,2.23841503,2.24356687,23.20146761
122,138607,1.76717629,2.1748147700000002,2.22475572,2.1913411099999998,24.41401941,2.24015735,2.25241737,2.23885956,2.2436546,23.20180304
123,139736,1.7667962799999999,2.1740783500000003,2.2241687800000003,2.19075418,24.4148497,2.2399941,2.25206844,2.2386494900000002,2.2434075499999997,23.20289323
124,140865,1.76681201,2.17337103,2.22331709,2.18992215,24.41523521,2.23964713,2.25189456,2.23823092,2.2433406700000003,23.20389961
125,141994,1.76676835,2.17300636,2.2224752299999997,2.1897042200000003,24.41538348,2.23921204,2.25224979,2.23781865,2.2435649,23.20501786
126,143123,1.76600202,2.17206458,2.22149372,2.18920028,24.41624349,2.23893509,2.2519551399999997,2.23780212,2.24316365,23.20524152
127,144252,1.76485214,2.1713253999999997,2.22059561,2.1881058700000002,24.41686627,2.2378929999999997,2.2509575,2.23696342,2.24276868,23.20512969
128,145381,1.7641357800000002,2.16931714,2.2187639800000003,2.18673451,24.41772634,2.2372856,2.25000628,2.2360539,2.2429897700000003,23.20498991
129,146510,1.7632117,2.1685692999999997,2.21784974,2.18592806,24.41769668,2.23660976,2.24980762,2.23650866,2.24283359,23.2061921
130,147639,1.7631090299999999,2.1682451499999997,2.2174976600000003,2.18519832,24.41742976,2.2370161299999998,2.24941856,2.23629426,2.2429590800000003,23.2066674
131,148768,1.76355946,2.16797174,2.2182333,2.18503782,24.41808224,2.2368347799999997,2.24935443,2.23608773,2.24263335,23.20767397
132,149897,1.76354097,2.16790919,2.21804683,2.1846841599999998,24.41849746,2.23629701,2.24944019,2.23603423,2.24298426,23.20842892
133,151026,1.76338952,2.16801738,2.21805313,2.18445992,24.41962454,2.23612156,2.2499579,2.23620102,2.24237922,23.20842892
134,152155,1.76386119,2.1678848,2.2174720900000002,2.18472428,24.42104831,2.23610818,2.24960109,2.23552754,2.24240086,23.20887631
135,153284,1.76379471,2.16789306,2.21686391,2.1840134300000003,24.42081101,2.23580173,2.248666,2.23526279,2.24224901,23.20974317
136,154413,1.7632652,2.16733563,2.2170948299999997,2.18366685,24.4206627,2.23562903,2.24792013,2.23502203,2.24199252,23.21111343
137,155542,1.76267276,2.16624318,2.21584384,2.18371406,24.42173057,2.23499568,2.2477336599999997,2.2342088899999997,2.2418599500000003,23.21091767
138,156671,1.7625689,2.16635805,2.21562984,2.18343554,24.42300615,2.23492486,2.2475102199999997,2.2339575199999997,2.24216522,23.2110575
139,157800,1.76293318,2.16609527,2.2160173299999997,2.18338479,24.42267983,2.2347867800000003,2.2472065199999998,2.23366995,2.24218096,23.21237192
140,158929,1.76208897,2.16594145,2.2161782299999997,2.18286984,24.42226452,2.23396735,2.24760542,2.23365028,2.24189457,23.21287533
141,160058,1.76210195,2.16596702,2.21569003,2.18231162,24.42428181,2.23362156,2.24667426,2.23292369,2.2416188,23.21318298
142,161187,1.76198432,2.16524161,2.21513692,2.18116567,24.42478617,2.23303305,2.2463804,2.2327281699999997,2.2415778900000003,23.21346267
143,162316,1.76202642,2.16448512,2.21458499,2.18103546,24.42526087,2.2322561,2.24612666,2.2321534300000003,2.2414539700000002,23.21449753
144,163445,1.7617896,2.16406223,2.21406218,2.1812766100000003,24.42543888,2.2314236899999997,2.24530605,2.23162943,2.2413945699999998,23.21592406
145,164574,1.76148905,2.1636389400000002,2.21357083,2.1806759,24.42591359,2.23091189,2.24494177,2.23171519,2.24116011,23.21651148
146,165703,1.76123137,2.1626688400000003,2.21251655,2.1795519800000003,24.42704108,2.23055705,2.2438780400000002,2.23146421,2.2409484600000003,23.21665134
147,166832,1.7609143,2.1619489300000003,2.21194574,2.17892295,24.42778288,2.23021913,2.24367151,2.23106688,2.2411341399999998,23.21645553
148,167961,1.76049023,2.1613757600000003,2.21182182,2.17861021,24.42804993,2.2301050399999998,2.24249763,2.2305232200000003,2.24088749,23.21679121
149,169090,1.7604178400000001,2.16113225,2.21105825,2.17823727,24.42873242,2.22948624,2.24242564,2.23030016,2.24067899,23.21785422
150,170219,1.76000046,2.16022588,2.21016525,2.17763578,24.42879177,2.22909206,2.2424948799999997,2.23004092,2.24097246,23.21880538
151,171348,1.76038637,2.16037301,2.20933795,2.17733955,24.42873242,2.228941,2.24234736,2.22929977,2.24061644,23.21953277
152,172477,1.7601562400000001,2.1596656899999997,2.20952048,2.1771759,24.42988974,2.22864242,2.24144925,2.22854171,2.24042879,23.21956075
153,173606,1.75962083,2.15958465,2.2091385,2.1766582000000003,24.4303052,2.22772975,2.24145436,2.228548,2.24056255,23.21998041
154,174735,1.75915742,2.15932029,2.2077454999999997,2.17595325,24.43116583,2.22776712,2.24124744,2.2280417100000003,2.24045082,23.22059592
155,175864,1.7586409,2.15828174,2.20765227,2.17526245,24.43211553,2.22724037,2.2408367399999998,2.2275735699999997,2.24034657,23.22137934
156,176993,1.758635,2.15770346,2.20727619,2.17481713,24.43175939,2.22660033,2.23991188,2.2274000899999997,2.23986624,23.22233066
157,178122,1.75824397,2.15678017,2.20654999,2.17477543,24.43220457,2.2263273100000003,2.23985012,2.22721087,2.23985405,23.22350589
158,179251,1.75795207,2.15610472,2.20609562,2.1735995900000002,24.43303559,2.2262136200000002,2.2391754500000003,2.2268957599999997,2.23992997,23.22325405
159,180380,1.7579257099999999,2.1556889100000003,2.20550239,2.17320148,24.43380729,2.22574352,2.23826042,2.2262179499999997,2.2397616,23.22372975
160,181509,1.7573431,2.15519166,2.2048769,2.17313263,24.43514299,2.22516248,2.2375798600000003,2.2261872599999997,2.23981904,23.22445731
161,182638,1.7570161899999999,2.15464839,2.2041750899999997,2.17272193,24.43546951,2.22507712,2.2366888300000003,2.22628719,2.23952636,23.22498901
162,183767,1.7562778,2.15388403,2.20365031,2.17198236,24.43561793,2.22474273,2.23710818,2.22586665,2.2393210100000003,23.22599647
163,184896,1.7560095100000002,2.15293478,2.20327816,2.17173924,24.43549919,2.2246912,2.23654563,2.2257533599999997,2.23950511,23.2271999
164,186025,1.7562813400000001,2.1531594,2.20336746,2.17103744,24.43630067,2.2245303,2.2367730100000003,2.22553935,2.23954681,23.22750776
165,187154,1.75571643,2.15267789,2.2026888600000003,2.1706279200000003,24.43736935,2.22439222,2.2364602700000002,2.2251377000000003,2.23933871,23.22745179
166,188283,1.75514719,2.1526251800000002,2.20222781,2.1703305100000003,24.43823027,2.22357633,2.23620063,2.2248580000000002,2.23946027,23.22781563
167,189412,1.7554623,2.15250756,2.20209563,2.1699552200000003,24.43882403,2.22335171,2.23605547,2.2250342400000003,2.23898112,23.22851535
168,190541,1.75547686,2.1519257300000003,2.20187651,2.1698403500000003,24.43879434,2.22281394,2.23590087,2.2245425,2.23925295,23.22988687
169,191670,1.7553663099999999,2.1514776600000003,2.20070735,2.16950872,24.4391803,2.22234226,2.23531747,2.22415383,2.2390668700000003,23.23064265
170,192799,1.7547380700000001,2.15041668,2.19947683,2.16862202,24.44030851,2.22220576,2.2352919,2.22394179,2.23877931,23.23106253
171,193928,1.75392218,2.14986515,2.19903229,2.16784074,24.44105079,2.22139852,2.2344999999999997,2.22351339,2.2387470499999997,23.23165039
172,195057,1.75373532,2.1488085,2.19871365,2.16683248,24.44164463,2.2211502899999997,2.23413533,2.22352755,2.23867466,23.23193033
173,196186,1.7539088,2.1489501200000003,2.1987817,2.1666763099999997,24.44274328,2.22040639,2.2338693999999997,2.22302991,2.23878049,23.23263019
174,197315,1.7530937,2.14848002,2.19846267,2.16618063,24.44336687,2.2199319600000003,2.2334252599999997,2.2221825500000003,2.23852478,23.2331341
