,Temp,T1CA(v),T1CB(v),T1CC(v),T1CD(v),T2CA(v),T2CB(v),T2CC(v),T2CD(v)
55,55,55.40594931228027,55.09848366886934,55.53601378106557,55.78857826941593,55.477294588511526,55.2531029924867,55.52060028392658,55.85778002671305
30,30,29.144109790385954,29.800648074701723,28.84825426574372,28.23528729218311,28.983314778637244,29.477402122022994,28.88395392297719,28.05685539343644
5,5,5.449940897333776,5.100868259099802,5.6157318668107035,5.976134242442738,5.539390608056634,5.269494889420116,5.59544551288524,6.085364621249769
