,T1CA(v),T1CB(v),T1CC(v),T1CD(v),T2CA(v),T2CB(v),T2CC(v),T2CD(v)
55to50,0.02288117290097631,0.08290880202231521,0.054778226400279004,0.028110516567643053,0.019079067564853648,0.05234231547977695,0.09673905353835424,0.08175379172245463
50to45,0.052838964198047435,0.05336019932217573,0.05325841315062765,0.04677016464435142,0.059952246834030644,0.05075340846304042,0.0545895260013947,0.05973269358437938
45to40,0.043639054146443465,0.04590362017015344,0.043727305433751716,0.038744516073919155,0.052012070121338884,0.04383308873640166,0.04965264564574614,0.05622272623709899
40to35,0.03707791297489542,0.03940933643235707,0.03765850986889818,0.032803348577405855,0.044617418771269214,0.0369676120041841,0.044053325068340345,0.05136294529428172
35to30,0.033164083676429555,0.035301243398884206,0.033904693687587174,0.029311592453277545,0.04074611292050208,0.03351169963179919,0.04078275968340306,0.04804229341004187
30to25,0.02955125745188284,0.031448820930265,0.0301749639470014,0.025885772287308227,0.03756201657043236,0.030605860861924673,0.0381287102719665,0.04540309283263598
25to20,0.027451078539748968,0.02930902507112971,0.028166297387726635,0.02412389638633191,0.035418970199442124,0.02881801661785216,0.03635305851464436,0.043366294322175716
20to15,0.024136548446304047,0.02605157435983264,0.024950128276150625,0.021095870815899587,0.022269074460251045,0.02618454734030684,0.03386808330683403,0.037614859900976294
15to10,-0.14822885675732214,-0.16230139953417017,-0.15074923230962345,-0.132759054,-0.18162196965271965,-0.15802221927754528,-0.19821559711576012,-0.23147278650209208
10to5,0.0012808460334727601,0.0034278999358438034,0.0007275583654114737,0.002880838101813099,0.0035087336317991325,0.004543618199442112,0.004522606591352884,0.002915489538354299
