,Temp,T1CA(v),T1CB(v),T1CC(v),T1CD(v),T2CA(v),T2CB(v),T2CC(v),T2CD(v)
50,50,1.8452603702510464,2.0769077665271967,1.747531680669456,1.5717007833054395,2.353509321841004,1.2457211106694561,2.382709441046025,2.9575422763179913
45,45,1.7536096493305442,1.9251152874476984,1.6492477828033472,1.510496929916318,2.1611669097071133,1.248550780083682,2.1781481402928864,2.5844445607949793
40,40,1.5811796078661087,1.680122641841004,1.4750676159414229,1.3723833980334728,1.8722589373640168,1.2483260946025103,1.8922004048953978,2.1738169392050204
35,35,1.3802064963179914,1.4026594258995817,1.274320489958159,1.1972136185355646,1.5620886758158996,1.2521586589958158,1.601662967447699,1.7845481729707116
30,30,1.1718415179497907,1.1157340525104602,1.0651847652301254,1.0075072444769875,1.2597966219246863,1.2481771028451885,1.3188169941004186,1.4243418382426773
25,25,0.964164390251046,0.8309827110041842,0.857036220543933,0.8141114369456067,0.9687291604184101,1.2481219520502094,1.0519879146861923,1.0923171589121339
20,20,0.7593793804184101,0.5505586252301254,0.651451728786611,0.6194710374895397,0.6921915615062761,1.248089080627615,0.8014118254393305,0.7851921909205021
15,15,0.5688129671548118,0.28840204058577407,0.4594023710460251,0.4359481980334728,0.4320348925941423,1.2480662329288705,0.5674712216736401,0.5018438966108786
10,10,0.40032087412499995,0.056643964750000005,0.289770155375,0.2723680769583333,0.19440057658333335,1.2487182361666667,0.35269546091666665,0.24052911787499998
5,5,0.2567095890376569,0.00023088058577405858,0.14309642694560665,0.13020204627615065,0.007852442510460252,1.2481269135564852,0.15579481531380754,0.0019532751046025102
