,Time(ms),BB Temp,T1CA(v),T1CB(v),T1CC(v),T1CD(v),T1Therm(c),T2CA(v),T2CB(v),T2CC(v),T2CD(v),T2Therm(c)
1753,1981000,55,1.77346841,1.87302024,1.75270329,1.66665852,26.33274308,2.01784111,1.86747658,2.16346371,2.47377852,26.58727203
1754,1982129,55,1.76859587,1.86868665,1.74801604,1.66209873,26.33245029,2.01788203,1.86740931,2.16376702,2.47426672,26.58862235
1755,1983258,55,1.77066668,1.87208437,1.7521844,1.66517347,26.3335239,2.01684269,1.86605015,2.16305223,2.47512589,26.58756843
1756,1984387,55,1.77257227,1.87474133,1.75519935,1.66758456,26.33326362,2.01860704,1.86740459,2.16486654,2.47443391,26.5884906
1757,1985516,55,1.77164898,1.87247933,1.75350108,1.66573405,26.33332869,2.01532695,1.86406235,2.16261202,2.47406924,26.58928107
1758,1986645,55,1.77239485,1.87295258,1.75334569,1.66571084,26.33381671,2.0101578,1.85833182,2.15782328,2.47252557,26.58796364
1759,1987774,55,1.77070091,1.87125274,1.75225993,1.66438354,26.33336122,2.0126519,1.86143882,2.16199007,2.47581038,26.58835886
1760,1988903,55,1.77035236,1.87087666,1.75143617,1.66264751,26.33417459,2.01580256,1.86388532,2.16406835,2.4747439,26.58895171
1761,1990032,55,1.76449045,1.86507729,1.74536104,1.65697167,26.33433727,2.01228526,1.85931294,2.15947945,2.47277577,26.56439576
1762,1991161,55,1.76503608,1.86602969,1.74691415,1.65802084,26.33355643,2.0121696,1.86010011,2.16145624,2.47490401,26.5654814
1763,1992290,55,1.77076818,1.87333692,1.75459471,1.66485168,26.334988,2.01923804,1.86690577,2.16762933,2.47701967,26.56479053
1764,1993419,55,1.77718517,1.88098404,1.76238935,1.67286544,26.33423967,2.02887454,1.87637508,2.17557896,2.47924114,26.56666581
1765,1994548,55,1.78079453,1.88344156,1.76430241,1.67479069,26.33583397,2.02155236,1.86900884,2.16494915,2.47334658,26.5656459
1766,1995677,55,1.77847273,1.88043959,1.76089683,1.67239927,26.3353459,2.00869911,1.85601161,2.15270841,2.46849686,26.5666329
1767,1996806,55,1.77215252,1.87165793,1.75204632,1.66425687,26.33606174,2.00173885,1.85015795,2.15104516,2.47128482,26.5654485
1768,1997935,55,1.76423789,1.86216463,1.74312934,1.6560295,26.33528083,2.00441744,1.85268588,2.15708134,2.47411015,26.5657117
1769,1999064,55,1.76144246,1.86004819,1.74127096,1.65383831,26.33606174,2.00937102,1.85677203,2.16151839,2.47546341,26.56673161
1770,2000193,55,1.76541413,1.86662961,1.74788897,1.65921282,26.33563874,2.01800319,1.86523701,2.16874105,2.47792014,26.5664684
1771,2001322,55,1.76779611,1.86808083,1.74865215,1.65969983,26.33622443,2.01987691,1.86701081,2.16733704,2.47444965,26.56735674
