,T1CA(v),T1CB(v),T1CC(v),T1CD(v),T2CA(v),T2CB(v),T2CC(v),T2CD(v)
55to50,0.024171939235848993,0.028618028613207523,0.02249516987735851,0.020099711830188705,0.030457793066037818,0.021600987707547058,0.036330440867924495,0.048535652792452755
50to45,0.02789209414150946,0.03194919305660373,0.02671141072641503,0.02401354974528296,0.03559329703773582,0.02673617139622646,0.039680151867924486,0.04864991681132076
45to40,0.02938659946270712,0.032998991462707086,0.02865749571596248,0.02569331267614494,0.03612001425042077,0.02779760173487471,0.039478654606962496,0.04734132593617679
40to35,0.02844387275117364,0.031801483474178396,0.027977083530516332,0.024906320413145534,0.0353086069014084,0.02755658094835676,0.038485062760563425,0.045360474319248834
35to30,0.026809220356807505,0.029925094892018844,0.026578054816901453,0.023476022131455387,0.0336943521314554,0.02626711476056336,0.03681933561502353,0.04337110997183098
30to25,0.0247178905613872,0.027458553237133466,0.02459981188944993,0.02160049200566927,0.03182658920728145,0.024953727414695724,0.03506696755518646,0.04136574937651698
25to20,0.024760452801886833,0.027580403226415084,0.024820156179245288,0.021914780584905657,0.03184462578301887,0.02530945250000005,0.034575947867924506,0.039676283801886814
20to15,0.021972628783018845,0.02436771428301885,0.021945358509433955,0.019206613716981114,0.028997126150943388,0.02284209374528299,0.032187567820754735,0.03759656647169811
15to10,0.0213690366893879,0.023759950671272945,0.021628849318584463,0.018974300208875937,0.027828637976127203,0.022201347513730197,0.030940271047214106,0.03572913916679954
10to5,0.019589015821596268,0.021765651239436624,0.01973684578403756,0.01727198184976524,0.02607762464788732,0.020588552816901372,0.02926098616901408,0.03397335146478871
