,Time(ms),BB Temp,T1CA(v),T1CB(v),T1CC(v),T1CD(v),T1Therm(c),T2CA(v),T2CB(v),T2CC(v),T2CD(v),T2Therm(c)
956,1080606,55,1.67338825,1.83012847,1.70603693,1.63451024,23.8297542,1.86384755,1.80847703,1.8568275,2.3902491,24.07280247
957,1081735,55,1.68410933,1.84284482,1.71755658,1.64503502,23.83145478,1.88027869,1.82164264,1.8731599,2.40705475,24.07449412
958,1082864,55,1.69532883,1.85568863,1.72888466,1.65507081,23.83292488,1.89534792,1.83323704,1.88822086,2.42339147,24.0758067
959,1083993,55,1.7063241,1.86787941,1.73980401,1.66478992,23.83485635,1.90914609,1.84431885,1.90252533,2.43939106,24.07694433
960,1085122,55,1.71651685,1.87998011,1.75015057,1.67448267,23.83678801,1.92338684,1.85451947,1.91625742,2.45495871,24.07840294
961,1086251,55,1.72670528,1.89150646,1.76092043,1.68376433,23.83846034,1.93762522,1.86515754,1.93043364,2.47260897,24.07974494
962,1087410,55,1.73749244,1.90360558,1.77161947,1.69351766,23.81992819,1.95314763,1.87742386,1.94629909,2.48989377,24.1053181
963,1088539,55,1.74786812,1.9149254,1.78201286,1.70267737,23.82139747,1.96699458,1.88818742,1.96048161,2.5057899,24.10683714
964,1089668,55,1.75649596,1.92517283,1.79044479,1.7104964,23.82286686,1.97841078,1.89644548,1.97269324,2.52112663,24.10879453
965,1090797,55,1.76440823,1.93444544,1.79772685,1.71748381,23.82390413,1.9898199,1.90481054,1.98514405,2.5369429,24.11098587
966,1091926,55,1.7731179,1.9445245,1.80671897,1.72513289,23.82448042,2.00319951,1.91504341,1.99965191,2.55364115,24.11212545
967,1093055,55,1.78307422,1.95616651,1.81689795,1.73437443,23.82646873,2.01736472,1.92587661,2.01448274,2.57049755,24.11323588
968,1094184,55,1.79342827,1.96777822,1.82707576,1.74359708,23.82779438,2.03162159,1.93617597,2.02864441,2.5859696,24.1140249
969,1095313,55,1.80260489,1.97853627,1.83721343,1.75155419,23.82943716,2.04465187,1.94589075,2.04202126,2.6011415,24.1148724
970,1096442,55,1.81234878,1.98935609,1.84662137,1.75987204,23.83061888,2.05809009,1.95543362,2.05482141,2.61603173,24.11709361
971,1097571,55,1.82109543,1.99904451,1.85494552,1.76732483,23.83151242,2.07005821,1.96461182,2.06737411,2.63227562,24.11858429
972,1098700,55,1.82998291,2.00873923,1.86284165,1.77432876,23.83240601,2.0829693,1.97382424,2.08031588,2.64780825,24.1204551
973,1099829,55,1.83744435,2.0168541,1.87039318,1.78039248,23.83384735,2.09299092,1.98055515,2.0908434,2.66202067,24.12077667
974,1100958,55,1.84554466,2.02657911,1.87866855,1.78762929,23.83600956,2.10559359,1.99001069,2.10469036,2.67882239,24.1220045
975,1102087,55,1.85543686,2.03830451,1.8887543,1.79644243,23.83733583,2.1182647,1.99941391,2.11849562,2.69434086,24.12326164
976,1103216,55,1.86484047,2.04926988,1.89865948,1.80553368,23.83880635,2.13111717,2.00921091,2.13168247,2.71017169,24.12478201
977,1104345,55,1.87409774,2.05959756,1.90812131,1.81368946,23.83906587,2.14345783,2.0183301,2.1448465,2.72478458,24.1265949
978,1105474,55,1.88308475,2.07057985,1.91715238,1.82194043,23.84056535,2.15644051,2.02808894,2.15845034,2.73948716,24.12814476
979,1106603,55,1.89177514,2.08045907,1.92560713,1.82929841,23.84258407,2.1686486,2.03683755,2.17027055,2.75414371,24.12826174
980,1107732,55,1.89997891,2.08998266,1.93371177,1.83675946,23.84417034,2.18116629,2.04681315,2.18400342,2.77027903,24.13013343
981,1108861,55,1.90961738,2.10109713,1.94366455,1.84509659,23.84448761,2.19442513,2.05745083,2.19800774,2.78550324,24.13203454
982,1109990,55,1.91815985,2.1104142,1.95203433,1.85274568,23.84667978,2.20751402,2.06686782,2.21051717,2.79989033,24.13384808
983,1111119,55,1.92659218,2.11978673,1.96070427,1.86002144,23.84792019,2.21991291,2.0763387,2.22318002,2.81435255,24.13443312
984,1112248,55,1.93465433,2.12877216,1.96829828,1.86684755,23.84970883,2.23176498,2.08556921,2.23481022,2.82579235,24.13589581
985,1113377,55,1.94172395,2.13613604,1.97473612,1.8729636,23.85002618,2.24251281,2.09335638,2.2444715,2.83269321,24.13759265
986,1114506,55,1.94882584,2.14359158,1.98143005,1.87894274,23.85129565,2.25409069,2.10206645,2.25431217,2.83763852,24.13832409
