,Time(ms),T1CA(v),T1CB(v),T1CC(v),T1CD(v),T1Therm(c),T2CA(v),T2CB(v),T2CC(v),T2CD(v),T2Therm(c)
0,853,33.79873580702182,32.341650659084024,34.060829605361974,35.07115134899836,26.18827803,30.41055858324053,29.83136617077131,28.513289235068257,25.284473963959233,26.43057247
1,1982,32.65858528171092,30.90885278964563,33.1813090013068,33.82627898939317,26.22096706,29.28933823247734,29.22432461539978,27.616126622203247,25.118429599756983,26.45022639
2,3111,31.797873858543234,29.982366677855232,32.61835008397929,33.00728445288111,26.21831381,29.01082032738625,29.38821086268039,27.504736304308814,25.2197130858455,26.44662778
3,4240,31.518034049289817,29.68978769942239,32.541961957833294,32.70537788163653,26.21792556,28.97730091680146,29.688367452518953,27.50478049039151,25.196572489210215,26.44561374
4,5369,30.964940612815433,29.088192014109794,32.013389642170495,32.04977292926231,26.21659908,28.742993897263048,29.610936170073423,27.340043867401654,25.15084702456828,26.44446891
5,6498,30.513569538459336,28.70053541007116,31.75956471163066,31.671732339152996,26.21498155,28.612217757220883,29.582648419874495,27.223427566422536,25.105306959854587,26.44420725
6,7627,30.37609445691057,28.55185246730828,31.708508913937756,31.53355054652547,26.21284659,28.24213452763194,29.223606339964398,27.016137228865638,25.105788716974374,26.44302979
7,8756,30.392104705577857,28.65907638887367,31.917251291299195,31.691891123595042,26.21152044,28.22913706035701,29.263243238879568,27.093631787473093,25.181197723114607,26.44178699
8,9885,30.57939960019683,28.83857141827798,32.12527458971428,31.874345062007905,26.21135872,28.218651659350463,29.275263836234828,27.062640563976636,25.11070970693777,26.44123103
9,11014,30.504253294187805,28.67258427842127,31.95779915535659,31.71125567212252,26.21129403,27.87087439360804,28.85686799828982,26.819474203515128,25.05226938800437,26.43881112
10,12143,30.228130807940083,28.392784139040145,31.579094578635612,31.371573086920492,26.21090591,27.883835458596394,28.889838824959966,26.89453740893918,25.126909231799324,26.43805905
11,13272,30.089977033624443,28.251515132806936,31.448585526131573,31.217857475710545,26.20922414,28.101880527837388,29.245134364325637,27.150069720063634,25.227303175157136,26.43675116
12,14401,30.229657964685913,28.464422354122433,31.715702088406005,31.509172439877325,26.20734847,28.34146680441264,29.538562578469822,27.269534904741768,25.210353098616547,26.43698003
13,15530,30.563574413913116,28.857471484179122,32.185524978401055,31.958457786407735,26.20734847,28.389148555443114,29.62856130001093,27.28028358884621,25.198805769159133,26.4372743
14,16659,30.819244762206395,29.092621214412645,32.46446361195424,32.24182949398703,26.20631369,28.522727980046355,29.851379864159398,27.414083801454865,25.231056404708422,26.43616263
15,17788,30.80958897551077,29.01933223319554,32.441445533156,32.24221808624806,26.2064107,28.431903041038403,29.743084960879003,27.313496980780123,25.17336687303211,26.43609724
16,18917,30.677944143207306,28.84605458837993,32.171701888097495,31.974115451946325,26.20589333,28.42306808268639,29.76113153198356,27.30926154899239,25.18206889075713,26.4357376
17,20046,30.318531429829235,28.470076079526777,31.73832942391831,31.542464835044683,26.2054083,28.47948792496728,29.839655704235184,27.36663438078837,25.222706576173657,26.43397216
18,21175,29.99187985540138,28.127399618265287,31.30300244830785,31.099375426089694,26.20424429,28.490531391536827,29.79597582734454,27.30548811346172,25.152635533151845,26.43351447
19,22304,29.745355980167567,27.89810956583039,31.06347005651582,30.872561392603785,26.20295102,28.35653951051693,29.651650085304396,27.209521814675192,25.140087468122385,26.43246838
20,23433,29.89928867517103,28.109338747179564,31.342549007851233,31.114609499140506,26.20211044,28.17408878219613,29.414453313656146,27.101068752645183,25.143386738764224,26.4312589
21,24562,30.00961761436959,28.280773310381832,31.56905529844275,31.309896405305352,26.20130222,28.11844603618566,29.320005649625514,27.053817330374578,25.13524987278999,26.43044173
22,25691,30.29615103593745,28.555373588887946,31.87837690560781,31.623029523638543,26.20068799,28.304731344356163,29.59888422257484,27.27080008093244,25.24161218613788,26.42975532
23,26820,30.525646427312985,28.781775062835294,32.134031532327874,31.939428881080325,26.20042937,28.591101346061443,29.953664667180774,27.476924521155368,25.267894451697092,26.42985338
24,27949,30.84134717044151,29.106830880624642,32.52502683377024,32.36781370759423,26.19978285,28.760615071922317,30.179074578618206,27.56361649677406,25.266513728724448,26.43011487
25,29078,31.16735141860817,29.41646649368076,32.85043927330016,32.74843175029864,26.19923332,28.65513019172068,29.99643935828795,27.346281655848372,25.149484676683826,26.4298207
26,30207,31.233551605112815,29.447154799086917,32.89040797869264,32.838758361108134,26.1998475,28.385628947920573,29.67250666102659,27.147594180797533,25.11484292388965,26.42867674
27,31336,31.17484762138698,29.375062369810784,32.757772296911135,32.732844982655266,26.20033239,27.84475791244025,28.95066008717169,26.715542943834144,24.988824684476565,26.42697726
28,32465,31.106996772520354,29.275968148019707,32.670078453024985,32.6500380359455,26.19968587,27.871020002754392,29.001162390186657,26.917376579836585,25.182458065701812,26.42570274
29,33594,31.305721229731773,29.521943491372078,32.94773435149809,32.93925253778678,26.19842521,28.11683168732376,29.280930672266436,27.120794482664877,25.206775845871356,26.42580078
30,34723,31.498106124061728,29.698838765171132,33.131441731004486,33.104954380494014,26.19790803,28.223700162909623,29.45120203101402,27.14543801182537,25.14535145973195,26.42550667
31,35852,31.17245670949069,29.32155356005748,32.67691188926966,32.657875843131905,26.19861915,27.96336180653475,29.06891481193115,26.883778097802193,25.03611627201939,26.42495114
32,36981,30.975105321065897,29.132072112349746,32.48208680990129,32.47510421035322,26.19871612,27.706615245267685,28.77436275467482,26.77698620875463,25.09221188258448,26.42351337
33,38110,31.0394239093104,29.24119436252051,32.59698958351508,32.60896123137357,26.19803733,27.871529634766596,28.984161882091854,26.93161260856916,25.135120069282415,26.42220639
34,39239,31.127171708980754,29.321650067461256,32.70570008967384,32.73092086762605,26.19739087,27.973046048742447,29.12933050646611,27.04796463202834,25.161689740067118,26.42240243
35,40368,31.03374774802431,29.170834870538208,32.58080494096152,32.655033645231946,26.19632427,27.66844806477014,28.67479430267838,26.685761803754367,25.006404932310762,26.42240243
36,41497,30.907161941007473,29.05805373097224,32.3768476782248,32.44467196192005,26.19596875,27.536446278248263,28.550029462715948,26.724134899648917,25.111349301353524,26.41995204
37,42626,30.976261960963242,29.187657929271204,32.517692944018954,32.571008870119826,26.19564555,27.838338153255037,28.944462282890065,26.98665308637969,25.182346872860478,26.41916798
38,43755,31.262502889865537,29.487210966284636,32.83153373777384,32.89113261066387,26.19635659,28.011213537733937,29.17290125311105,27.136449779560067,25.209843307708372,26.41861262
39,44884,31.002883890587086,29.146900335073603,32.34482223130927,32.426825436047395,26.19490222,28.137353630633612,29.336412886020938,27.161071215679208,25.163274473634253,26.41939666
40,46013,30.586864828551263,28.73907822928507,31.90309986533522,31.94788412816417,26.19383574,28.17514475700108,29.38855452374505,27.173161702472164,25.155397214675176,26.41952734
41,47142,30.357832093134675,28.525262929246395,31.72825874116228,31.71321523609933,26.17054854,27.956007310668554,29.073130017276227,26.88974070203767,25.038655567860047,26.4225658
42,48271,30.273786325298495,28.431038135371764,31.62367667830742,31.562782466669645,26.16935419,27.77162726115869,28.87522688031573,26.839651023100593,25.113212017023997,26.42070346
43,49400,29.913648653557658,28.093285999354215,31.135307593508813,31.087513041548576,26.16893458,27.936868962742928,29.11554557066571,27.047029453164143,25.21431033876232,26.41952734
44,50529,29.95316535367104,28.214898265694387,31.27942111087669,31.213197060903312,26.16825675,28.264525327315845,29.54280873712095,27.24897327471458,25.206470065557678,26.41939666
45,51658,29.927283673581492,28.15448428126826,31.23996836152199,31.155933100183077,26.16790171,28.005545886808868,29.19072916688694,26.968566715959845,25.091591134413026,26.41913531
46,52787,29.87476438061526,28.097715199657067,31.179921095743772,31.11535078599411,26.16654615,28.119732455974344,29.357878210095542,27.12625146387809,25.196442685702635,26.41906997
47,53916,29.890250416556192,28.12240640911358,31.18956923514991,31.080187224858506,26.16583613,28.327874560794157,29.609562319489292,27.274958886222336,25.238665104686298,26.41956001
48,55045,29.892702885219904,28.163548983932756,31.225660320243,31.103876544993163,26.1649325,28.476733073957,29.828368858968325,27.360154407863064,25.19166068679091,26.42001738
49,56174,29.24866893087715,27.407616980117446,30.24144794311229,30.17392052040168,26.16364168,28.166273396362485,29.406725701748343,27.00292447150389,25.035004108027948,26.41952734
50,57303,28.951368956230894,27.168271625471355,30.0085299646244,29.87771539634955,26.16218959,27.849053999245314,29.058549025938056,26.87492186446748,25.10121072865714,26.41799194
51,58432,28.89658264906584,27.15971568466371,30.028561619915784,29.84541198194814,26.16125386,27.97308245102903,29.21181987659083,26.966234361974387,25.128790558136043,26.41694663
52,59561,28.944273852643605,27.269181655044285,30.189125310371303,29.982058251807487,26.16109253,27.96502428045349,29.176210875835388,27.005014641010767,25.1514399745294,26.41629333
53,60690,29.150941877421246,27.540756286576332,30.523497815423376,30.324317840883765,26.16051176,27.973240399933545,29.17792799064692,26.978985123079063,25.117058064328436,26.41609735
54,61819,29.38159390869413,27.712163226282584,30.676493488156687,30.510319366381736,26.15905989,28.0601937398173,29.320411614139545,27.08887926665428,25.15646296979004,26.41684863
55,62948,29.200915778450664,27.48880173555407,30.444779937091354,30.33538554078946,26.15938252,28.050994758599437,29.25061389317188,26.97307733195882,25.071638380000184,26.41707729
56,64077,29.47856542144421,27.794627054483712,30.857119838965943,30.70959584967457,26.15947931,27.798398983485036,28.937671603746317,26.799374290086263,25.070739414147322,26.41488882
57,65206,29.838178488377373,28.226837909930687,31.349335539001565,31.222182247317726,26.15980194,27.91825258658767,29.08792926910582,26.98335255379739,25.18665630219651,26.41469285
58,66335,30.096162116465365,28.47281325328305,31.584254934015078,31.48472433277569,26.15912442,28.280459657034,29.531631022099795,27.23747650345053,25.224411690126217,26.41564006
59,67464,30.103643028072653,28.44037802400281,31.527413114684258,31.516621654802705,26.15873727,28.342012838711426,29.565944746048018,27.152126889837852,25.11806798744458,26.41570539
60,68593,30.242398255134923,28.498646117353026,31.606319010894453,31.67107900158711,26.15941478,27.70788963379215,28.718974194512995,26.592952852269498,24.972310191757238,26.41475818
61,69758,30.145735310384573,28.328270687940716,31.396700939271653,31.49554523621076,26.17975049,27.353813538494528,28.241286901982434,26.349874584314634,24.93513856624455,26.40979418
62,70887,29.801931746482275,27.96218278931623,30.97027162155782,31.010955430196056,26.17971819,27.087067454198653,27.919680464722276,26.268474311587163,24.977425769192973,26.40845541
63,72016,29.503413575171237,27.68740313291832,30.66876845761867,30.73422075279334,26.17900772,27.029737554753112,27.79113773407211,26.255415366538614,25.007934069457217,26.40799829
64,73145,29.553403159453495,27.85022685798542,30.862030166342507,30.85358543633734,26.17768373,27.421422456491314,28.3216845429249,26.707005521475864,25.190159347854788,26.40829215
65,74274,29.735839382340934,28.06175849913265,31.07105397427,31.07824560971592,26.17774831,27.907123975686787,28.948989799156493,27.034366784566117,25.210538498544793,26.40865132
66,75403,29.960152242813685,28.31041611891378,31.345019872821105,31.351114108225985,26.17881396,28.305228945104155,29.49126037109623,27.290019908271113,25.2607771675392,26.40822685
67,76532,30.21522074627903,28.548055810097544,31.661925397740347,31.676480703247954,26.17939525,28.561732721629326,29.90152302945667,27.4470004754537,25.28765261863759,26.40907581
68,77661,30.569805762349937,28.926895273942236,32.11615790887712,32.14934947179107,26.17807123,28.897847373436278,30.384143405930423,27.656117264315043,25.313425328866682,26.40979418
69,78790,30.942174802984965,29.258746122084887,32.49569127476511,32.54959680832783,26.17829727,28.685785544435433,30.07928786613035,27.329482275001794,25.137687163333403,26.40989214
