Wavelength,T1CA(v),T1CB(v),T1CC(v),T1CD(v),T2CA(v),T2CB(v),T2CC(v),T2CD(v)
10.17293998,0.00015688,0.00023532,0.00290228,0.00031376,0.0015856,0.00206128,7.88E-252,0.7928
10.18329939,-7.86E-05,0.00062864,0.00180734,0.00086438,0.00308607,0.00253216,1.91E-249,0.7913
10.19367992,0.00133858,0.00173228,0.00023622,0.00094488,0.005135,0.001659,4.57E-247,0.79
10.20408163,0.00260436,0.00284112,0.00086812,7.89E-05,0.00639819,7.90E-05,1.08E-244,0.7899
10.2145046,0.0023742,0.00292818,0.00269076,-0.00063312,0.0067167,-0.00031608,2.50E-242,0.7902
10.22494888,0.00182597,0.00293743,0.00325499,0.00103207,0.006636,0,5.72E-240,0.79
10.23541453,0.001992,0.00223104,0.00111552,0.00342624,0.00702833,0.00015794,1.29E-237,0.7897
10.24590164,0.002,0.0012,-0.00088,0.0032,0.00758304,-7.90E-05,2.85E-235,0.7899
10.25641026,0.0016066,0.0016066,-0.00032132,0.00168693,0.00885696,0,6.21E-233,0.7908
10.26694045,0.0008064,0.00217728,0.0016128,0.00056448,0.01100324,0.00063328,1.33E-230,0.7916
10.27749229,8.10E-05,0.0021047,0.00234755,-0.00040475,0.01314222,0.00134589,2.81E-228,0.7917
10.28806584,-0.00032512,0.0012192,0.00065024,-0.00073152,0.01440894,0.00126672,5.83E-226,0.7917
10.29866117,-0.00073458,0.00048972,-0.0012243,-0.00065296,0.01512911,0.00118815,1.19E-223,0.7921
10.30927835,-0.00040985,0.00114758,-0.00106561,-0.00090167,0.01799883,0.00126864,2.39E-221,0.7929
10.31991744,0.000823,0.0013168,-8.23E-05,-0.0009876,0.02134246,0.00071406,4.72E-219,0.7934
10.33057851,0.00099096,0.00049548,0.00033032,-0.00049548,0.02403699,0.00023799,9.14E-217,0.7933
10.34126163,0.0003314,0.00024855,8.29E-05,0.0003314,0.02760336,0.00015864,1.74E-214,0.7932
10.35196687,0.0004157,0.0008314,-0.00116396,0.00024942,0.0322161,0.0007935,3.26E-212,0.7935
10.3626943,0.00108472,0.00158536,-0.0012516,0.00016688,0.0389011,0.00095268,6.01E-210,0.7939
10.37344398,0.00217672,0.00050232,0.00100464,0.00075348,0.04666956,0.00087307,1.09E-207,0.7937
10.38421599,0.0026864,-8.40E-05,0.003358,0.00092345,0.05694458,0.00150689,1.93E-205,0.7931
10.3950104,0.00159885,0.00058905,0.00294525,0.0013464,0.06985449,0.00198225,3.37E-203,0.7929
10.40582726,0.00016868,0.00050604,0.00025302,0.00244586,0.0848938,0.0023802,5.77E-201,0.7934
10.41666667,8.45E-05,0.00067624,-0.00219778,0.00228231,0.10300928,0.00246016,9.72E-199,0.7936
10.42752868,0.0008471,0.00144007,-0.00228717,0.00144007,0.124501,0.0021411,1.60E-196,0.793
10.43841336,0.0012732,0.00186736,0.00025464,0.00135808,0.15289254,0.00110964,2.60E-194,0.7926
10.44932079,0.00042505,0.00119014,0.00348541,0.00127515,0.18925752,0,4.14E-192,0.7932
10.46025105,-0.00042565,-0.00017026,0.0034052,0.00119182,0.23269209,0.00055573,6.48E-190,0.7939
10.47120419,-0.00042635,0.00034108,-0.00110851,0.00153486,0.28202042,0.00214434,9.94E-188,0.7942
10.48218029,-0.00042695,0.00179319,-0.00392794,0.00093929,0.33884838,0.00230347,1.49E-185,0.7943
10.49317943,-0.00059829,0.0017094,-0.00076923,-0.00017094,0.40218321,0.00095436,2.21E-183,0.7953
10.50420168,-0.00076995,0.0018821,0.0042775,-0.0003422,0.46812,0.0011952,3.20E-181,0.7968
10.51524711,-0.00059955,0.00265515,0.0046251,-0.0001713,0.532266,0.0021546,4.55E-179,0.798
10.52631579,0.00077166,0.00274368,0.00034296,-8.57E-05,0.58757823,0.00207766,6.34E-177,0.7991
10.5374078,0.00223132,0.0021455,-0.00274624,0.00060074,0.63439376,0.0024024,8.66E-175,0.8008
10.54852321,0.00249081,0.0017178,-0.00111657,0.00094479,0.66970509,0.00216837,1.16E-172,0.8031
10.55966209,0.00266414,0.00034376,0.00180474,0.00077346,0.692139,0.0007245,1.52E-170,0.805
10.57082452,0.00249255,-0.0008595,0.00214875,0.0006876,0.70441044,-8.07E-05,1.96E-168,0.8067
10.58201058,0.00154746,-0.00042985,0.00068776,0.00068776,0.7085964,0.00016178,2.47E-166,0.8089
10.59322034,0.00051594,0.00094589,-0.00154782,0.00137584,0.7087641,0.0001623,3.05E-164,0.8115
10.60445387,-0.00017196,0.00223548,-0.0017196,0.00249342,0.70979051,-0.00048822,3.69E-162,0.8137
10.61571125,-0.00103116,0.00154674,0.00146081,0.00240604,0.71111034,-0.00106002,4.37E-160,0.8154
10.62699256,-0.00137424,-0.00017178,0.00446628,0.00137424,0.7119554,-0.0012261,5.07E-158,0.8174
10.63829787,-0.00034344,-0.00077274,0.00369198,0.00111618,0.71223733,-0.00057379,5.75E-156,0.8197
10.64962726,0.00077229,-8.58E-05,0,0.00197363,0.70565334,0.00032844,6.38E-154,0.8211
10.66098081,0.0009427,0.0017997,-0.0021425,0.0023996,0.69351256,0.0008216,6.93E-152,0.8216
10.67235859,0.0008557,0.00265267,-0.00068456,0.00179697,0.67091581,0.00016442,7.35E-150,0.8221
10.68376068,0.00068352,0.00162336,0.00162336,0.00111072,0.63205849,-0.00098772,7.64E-148,0.8231
10.69518717,0.00042645,0.00076761,0.00238812,0.0008529,0.58048515,-0.00123525,7.75E-146,0.8235
10.70663812,0.00059584,0,0.00093632,0,0.51311799,-0.0016454,7.68E-144,0.8227
10.71811361,0.00059458,-8.49E-05,-0.00059458,-0.00178374,0.43739091,-0.00131472,7.44E-142,0.8217
10.72961373,0.00042385,0.00110201,0.00076293,-0.00237356,0.36391152,0.00016422,7.05E-140,0.8211
10.74113856,0.00033832,0.00109954,0.00304488,-0.00059206,0.29384183,0.00057407,6.53E-138,0.8201
10.75268817,-0.00033744,0.00025308,0.00320568,0.00160284,0.23356755,0.00024543,5.90E-136,0.8181
10.76426265,-0.00067312,0.0004207,0.00159866,0.00201936,0.18399936,0.00048936,5.20E-134,0.8156
10.77586207,-8.39E-05,0.0016782,8.39E-05,0.00100692,0.14394353,0.00130192,4.49E-132,0.8137
10.78748652,0.00092048,0.00242672,-0.00108784,0.0004184,0.1141141,0.00138074,3.78E-130,0.8122
10.79913607,0.0016688,0.0012516,-0.00133504,0.00033376,0.09106648,0.00113428,3.11E-128,0.8102
10.81081081,0.00149796,-0.0004161,-0.00058254,0.00024966,0.07306065,0.00209898,2.49E-126,0.8073
10.82251082,0.0011627,-0.00074745,-0.00091355,0.00058135,0.05842122,0.00346021,1.95E-124,0.8047
10.83423619,0.00091179,0,-0.00232092,0.00107757,0.0469638,0.00313092,1.49E-122,0.8028
10.84598698,0.00066176,0.00132352,-0.00173712,0.00107536,0.03877808,0.00112168,1.11E-120,0.8012
10.8577633,0.0006604,0.0011557,0.0004953,0.00057785,0.03124872,-0.00031968,8.11E-119,0.7992
10.86956522,0.0007416,0,0.0015656,-0.0001648,0.02479603,-0.00031892,5.75E-117,0.7973
10.88139282,0.00131648,0.00057596,0,-8.23E-05,0.02053938,0.00055727,3.99E-115,0.7961
10.89324619,0.00213668,0.00180796,-0.00254758,0.00131488,0.0182965,0.0011137,2.70E-113,0.7955
10.90512541,0.00156009,0.00254541,-0.00254541,0.0024633,0.017172,0.0016695,1.78E-111,0.795
10.91703057,-0.00016414,0.00254417,0.00147726,0.00180554,0.01564574,0.0023826,1.14E-109,0.7942
10.92896175,-0.00032816,0.00196896,0.00484036,0,0.01325646,0.0019845,7.14E-108,0.7938
10.94091904,0.00098424,0.00196848,0.0028707,-0.00065616,0.01040533,0.00198575,4.36E-106,0.7943
10.95290252,0.00172326,0.00131296,-0.0004103,0.00073854,0.00922432,0.0027832,2.59E-104,0.7952
10.96491228,0.00106743,8.21E-05,-0.00032844,0.00221697,0.00915285,0.00326319,1.50E-102,0.7959
10.97694841,-0.0001643,-0.0009858,0.00106795,0.00238235,0.007967,0.00223076,8.47E-101,0.7967
10.98901099,0,-0.00205625,0.001316,0.000987,0.00606708,0.00095796,4.65E-99,0.7983
11.00110011,0.0017304,-0.0011536,0,-0.0007416,0.0044022,0.00168084,2.49E-97,0.8004
11.01321586,0.00338414,0.00057778,-0.0012381,-0.00057778,0.00385104,0.00264759,1.30E-95,0.8023
11.02535832,0.00256215,0.00140505,0.00041325,0.00090915,0.00434106,0.00337638,6.56E-94,0.8039
11.03752759,0.00049662,0.00157263,0.00364188,0.00157263,0.00467364,0.00451248,3.23E-92,0.8058
11.04972376,-0.00033172,0.00041465,0.00348306,0.00132688,0.00460731,0.00590059,1.55E-90,0.8083
11.0619469,-0.00016624,0.00024936,-0.00058184,0.00116368,0.00397096,0.00713152,7.21E-89,0.8104
11.07419712,0.00033324,0.0008331,-0.00374895,0.00091641,0.00251596,0.00860296,3.26E-87,0.8116
11.0864745,0.00033392,0.0012522,-0.00300528,0.00058436,0.00105638,0.01129514,1.43E-85,0.8126
11.09877913,-0.00016724,0.00242498,0.00142154,0.00033448,0.00032556,0.01432464,6.11E-84,0.8139
11.11111111,-0.0005025,0.00259625,0.005025,8.38E-05,0.00130368,0.01776264,2.53E-82,0.8148
11.12347052,-0.00041945,0.00176169,0.00352338,-0.00159391,0.00260768,0.0220023,1.02E-80,0.8149
11.13585746,0,0.00092455,-0.00075645,-0.00327795,0.0023635,0.02771,3.97E-79,0.815
11.14827202,8.42E-05,0.00092576,-0.0025248,-0.00176736,0.00057071,0.03530249,1.51E-77,0.8153
11.16071429,8.43E-05,0.00193775,0.00025275,-8.43E-05,-0.000489,0.044173,5.54E-76,0.815
11.17318436,-0.00042165,0.00185526,0.00362619,-0.00092763,0.00056945,0.05621285,1.97E-74,0.8135
11.18568233,-0.0005908,0.0019412,0.0036292,-0.001266,0.00129856,0.07361212,6.80E-73,0.8116
11.19820829,-0.00016888,0.00244876,0.00118216,0.00025332,0.00113428,0.0984393,2.28E-71,0.8102
11.21076233,-8.44E-05,0.0016888,-0.00109772,0.00202656,0.0016176,0.1342608,7.40E-70,0.8088
11.22334456,-0.00050658,0.0016886,-0.00025329,0.0025329,0.00201575,0.18456207,2.33E-68,0.8063
11.23595506,-0.00075951,0.00202536,0.00345999,0.0016878,0.00233015,0.25205795,7.09E-67,0.8035
11.24859393,0,0.00118062,0.00396351,0.00160227,0.00216351,0.33550431,2.09E-65,0.8013
11.26126126,0.00134816,0.00058982,-0.00092686,0.00202224,0.0012792,0.4272528,5.99E-64,0.7995
11.27395716,0.00092631,0.00042105,-0.00538944,0.0016842,0.00055776,0.51290016,1.66E-62,0.7968
11.28668172,-0.00067296,0.0008412,-0.00344892,0.00185064,0.0003968,0.57924864,4.44E-61,0.7936
11.29943503,-0.00151182,0.00109187,0.00218374,0.00226773,0.00063304,0.61768878,1.15E-59,0.7913
11.31221719,-0.00117418,0.00109031,0.00461285,0.00176127,0.00031596,0.62860242,2.90E-58,0.7899
11.32502831,0.00050238,0.0008373,0.00058611,0.00058611,-0.0005516,0.6270116,7.04E-57,0.788
11.33786848,0.00183898,-0.00016718,-0.0050154,-0.00075231,-0.00086405,0.62329425,1.65E-55,0.7855
11.3507378,0.00141814,0.00058394,-0.00475494,-0.00100104,-0.00141084,0.62006418,3.76E-54,0.7838
11.36363636,-0.00033296,0.0016648,0.00091564,0.00141508,-0.00187968,0.62311392,8.28E-53,0.7832
11.37656428,-0.00132896,0.00058142,0.00406994,0.00357158,-0.00086075,0.62357425,1.76E-51,0.7825
11.38952164,-0.0005803,0,0.0005803,0.0022383,-0.00015626,0.62043033,3.62E-50,0.7813
11.40250855,0.00115836,-8.27E-05,-0.00521262,-0.00016548,-0.00070263,0.60558899,7.18E-49,0.7807
11.41552511,0.0036322,0,-0.0062738,-0.00090805,-0.00101556,0.5573862,1.38E-47,0.7812
11.42857143,0.00477746,0.00032948,-0.00115318,-0.00032948,-0.00039085,0.4869991,2.56E-46,0.7817
11.4416476,0.00402731,0.00090409,0.00443826,0.00098628,0.0001563,0.3988776,4.57E-45,0.7815
11.45475372,0.003034,0.002132,0.003854,0.001394,0,0.3071295,7.89E-44,0.7815
11.46788991,0.00229012,0.0016358,-0.00049074,0.00032716,-0.00054782,0.2304757,1.32E-42,0.7826
11.48105626,0.00138703,0.00097908,-0.00122385,-8.16E-05,-0.00109788,0.16797564,2.12E-41,0.7842
11.49425287,0.00032556,0.0008139,0.00113946,0.00130224,-0.00172788,0.12307218,3.28E-40,0.7854
11.50747986,0.0007308,-0.0001624,0.0026796,0.0012992,-0.00165165,0.0901329,4.90E-39,0.7865
11.52073733,0.0020265,-0.00072954,0.00235074,-0.00016212,-0.0007881,0.06683088,7.06E-38,0.7881
11.53402537,0.0011333,-0.0012952,0.0003238,-0.0003238,-0.00031592,0.05260068,9.80E-37,0.7898
11.54734411,-8.09E-05,-0.00088946,-0.0008086,0.00105118,0,0.04209716,1.31E-35,0.7913
11.56069364,0.00040385,0.00024231,0.00096924,0.00169617,0.00055489,0.03416537,1.69E-34,0.7927
11.57407407,0.000807,0.0004035,0.004035,0.0007263,0.0009534,0.0265363,2.09E-33,0.7945
11.58748552,0.0008064,0.00177408,0.00435456,-0.0004032,0.00071676,0.0191136,2.49E-32,0.7964
11.60092807,0.0016926,0.0034658,0.0012896,0.000403,0,0.01444561,2.86E-31,0.7981
11.61440186,0.00217512,0.00306128,-0.00128896,0.00112784,0.00047982,0.01287517,3.15E-30,0.7997
11.62790698,0.00112728,0.0012078,-0.00104676,8.05E-05,0.00104195,0.0121828,3.34E-29,0.8015
11.64144354,0.00032204,-0.00032204,0.00032204,-0.00072459,0,0.00972114,3.41E-28,0.8034
11.65501166,0.00064448,0,0.00145008,-0.00016112,-0.000805,0.0068425,3.34E-27,0.805
11.66861144,0.0002418,0.0011284,0.000806,0.0009672,-0.00016126,0.00572473,3.14E-26,0.8063
11.68224299,-0.00112938,0.00217809,-0.00201675,0.00096804,0.00088847,0.00605775,2.84E-25,0.8077
11.69590643,-0.00209924,0.00314886,-0.0024222,0.00032296,0.00097068,0.00574319,2.46E-24,0.8089
11.70960187,-0.00137343,0.0024237,8.08E-05,0.00105027,0.00089067,0.00437238,2.04E-23,0.8097
11.72332943,0.00096996,0.00105079,0.00258656,0.00299071,0.00170163,0.00307914,1.63E-22,0.8103
11.7370892,0.00194112,0.00064704,0.00493368,0.004044,0.0024327,0.00332469,1.25E-21,0.8109
11.75088132,0.00089045,-0.0006476,0.004857,0.00315705,0.00267795,0.0038952,9.15E-21,0.8115
11.76470588,0.00024291,-0.00178134,0.00145746,0.00194328,0.00251627,0.00211042,6.43E-20,0.8117
11.77856302,-0.00064768,-0.00129536,-0.00153824,0.00178112,0.0021112,0.0007308,4.33E-19,0.812
11.79245283,-0.00129552,0.00048582,-0.00170037,0.00226716,0.00178728,0.00089364,2.79E-18,0.8124
11.80637544,0,0.001863,0.00081,0.001782,0.00105664,0.00097536,1.73E-17,0.8128
11.82033097,0.00113512,0.00145944,0.00227024,0,0.0005691,0.0015447,1.02E-16,0.813
11.83431953,0.00032468,0.00154223,0.00016234,-0.00024351,0.00146322,0.0024387,5.77E-16,0.8129
11.84834123,-0.00065,0.00195,-0.00251875,0.0013,0.00276386,0.00317031,3.12E-15,0.8129
11.8623962,0.00089441,0.00187013,-0.0024393,0.00105703,0.0021951,0.0028455,1.62E-14,0.813
11.87648456,0.00268521,0.00219699,0,-0.00105781,8.13E-05,0.00154451,8.00E-14,0.8129
11.89060642,0.0026048,0.0011396,0.0023606,-0.0025234,-0.00032492,0.00032492,3.78E-13,0.8123
11.9047619,0.00130352,0.00089617,0.00187381,-0.00203675,0.00170415,-0.00024345,1.71E-12,0.8115
11.91895113,-0.00057134,0.00187726,-0.0008162,0.00048972,0.00227024,-0.00056756,7.36E-12,0.8108
11.93317422,-0.00065424,0.00024534,-0.0016356,0.0016356,0.0008098,-0.00105274,3.03E-11,0.8098
11.9474313,0.00090068,-0.00114632,0.00131008,0.00106444,0.0008083,0,1.19E-10,0.8083
11.96172249,0.00114744,-8.20E-05,0.00352428,0.00213096,0.00145116,0.00048372,4.45E-10,0.8062
11.9760479,0.0008207,0.00106691,8.21E-05,0.00287245,0.00120615,0.0008041,1.59E-09,0.8041
11.99040767,0.00115108,0.0016444,-0.00567318,0.00230216,0.00056147,0.00200525,5.40E-09,0.8021
12.00480192,0.00156503,0.00156503,-0.0049422,0.00123555,0.00047976,0.00343828,1.75E-08,0.7996
12.01923077,0.00214448,0.002062,0.0016496,-8.25E-05,0.00143334,0.00430002,5.40E-08,0.7963
12.03369434,0.00156902,0.00198192,0.00602834,0,0.00174372,0.00261558,1.59E-07,0.7926
12.04819277,0.00016542,-8.27E-05,0.00454905,0.00132336,7.89E-05,0.00126272,4.44E-07,0.7892
12.06272618,-0.0001657,-0.0013256,0.0008285,0.00124275,-0.00149321,0.00031436,1.18E-06,0.7859
12.07729469,0.0012441,-0.00132704,0,-0.00149292,-0.00093816,-0.0003909,2.99E-06,0.7818
12.09189843,0.00315324,0.00058086,0.00265536,-0.00348516,0.0001555,-7.78E-05,7.19E-06,0.7775
12.10653753,0.00381846,0.00257331,0.00556167,-0.00132816,7.74E-05,-0.00023223,1.65E-05,0.7741
12.12121212,0.00323817,0.00041515,0.00440059,0.00215878,-0.00046296,0.0003858,3.59E-05,0.7716
12.13592233,0.00199248,-0.00107926,-0.0008302,0.00265664,-0.0011529,0.00092232,7.41E-05,0.7686
12.15066829,0.00033192,-0.00091278,-0.00307026,0,-0.00130152,0.00015312,0.000145533,0.7656
12.16545012,-0.00041455,-0.00033164,0.0024873,-0.00074619,7.64E-05,-0.0012988,0.000271696,0.764
12.18026797,-0.00066272,0.00265088,0.0086982,0.00240236,0.00145065,-0.00206145,0.000481969,0.7635
12.19512195,-0.00033096,0.00273042,0.00695016,0.00355782,0.00236344,-0.00121984,0.000810279,0.7624
12.21001221,0.00123855,-0.00016514,0.00049542,0.00214682,0.0022818,0.00015212,0.001290329,0.7606
12.22493888,0.0026368,-0.0021424,-0.0026368,0.0022248,0.00106428,-0.00159642,0.001950936,0.7602
12.23990208,0.002303,-0.00304325,-0.00041125,0.002961,-0.0011427,-0.00472316,0.00280177,0.7618
12.25490196,0.00106717,-0.0016418,0.00500749,0.00311942,-0.00213752,-0.00396968,0.003810228,0.7634
12.26993865,0.00122865,0.00122865,0.00802718,0.00212966,-0.00084029,-0.00114585,0.004897761,0.7639
12.28501229,0.00277746,0.00383943,0.00449295,-0.00040845,0.000918,0.0006885,0.005961599,0.765
12.300123,0.00260512,0.00350063,-0.00187243,-0.00130256,0.00176686,0.0007682,0.006882015,0.7682
12.31527094,0.00048666,0.00137887,-0.00381217,0.00097332,0.00084942,0,0.007518496,0.7722
12.33045623,-0.00088902,0.00169722,0.0008082,0.00258624,-7.75E-05,0.00023244,0.007748,0.7748
12.34567901,-0.0019332,0.0019332,0.00604125,0.0027387,-7.77E-05,0.00124304,0.007537381,0.7769
12.36093943,-0.0017655,0.000963,0.005457,0.0027285,-0.00023418,0.00187344,0.006937644,0.7806
12.37623762,-0.00087956,0.00127936,0.00135932,0.00167916,-0.0003142,0.00180665,0.006035948,0.7855
12.39157373,-0.0015946,0.00143514,0.00087703,0.00111622,0.00015792,0.00307944,0.004949069,0.7896
12.40694789,-0.00174878,0.00103337,0.00373603,0.00222572,0.00063408,0.00404226,0.00382121,0.7926
12.42236025,0.00015846,0.00102999,0.00491226,0.00245613,0.0011949,0.00191184,0.002784465,0.7966
12.43781095,0.001975,0.002686,0.003476,0.00079,0.00192408,-0.00056119,0.001914262,0.8017
12.45330012,0.00047298,0.00378384,0.00118245,0.00031532,0.00298146,-0.00024174,0.001237787,0.8058
12.46882793,-0.0031488,0.00188928,0.00062976,0.00165312,0.00266673,0.00137377,0.000751728,0.8081
12.48439451,-0.00385238,0.0007862,0.0031448,0.00267308,0.00105339,0.00072927,0.000429508,0.8103
12.5,-0.00180665,0.0014139,0.00541995,0.0040846,0.00048768,-0.00073152,0.000230885,0.8128
12.51564456,-0.00031412,0.00188472,0.00376944,0.00361238,0.00024417,-0.00097668,0.000116474,0.8139
12.53132832,0.000785,0.002826,0.000314,0.000314,8.13E-05,-8.13E-05,5.51E-05,0.8131
12.54705144,0.00196275,0.0031404,-0.00125616,-0.00070659,0.0012992,0.001218,2.45E-05,0.812
12.56281407,0.00275065,0.0023577,-0.00015718,0.00023577,0.00332961,0.00073089,1.02E-05,0.8121
12.57861635,0.00307008,0.00141696,0.00251904,-0.00055104,0.00446655,-8.12E-05,4.00E-06,0.8121
12.59445844,0.0033117,0.00165585,0.00323285,-0.0020501,0.00421616,0.00032432,1.47E-06,0.8108
12.61034048,0.003951,0.0031608,0.00055314,-0.00244962,0.00267102,0.00137598,5.04E-07,0.8094
12.62626263,0.00380256,0.00340646,-0.00285192,-0.00182206,0.00040445,0.00137513,1.62E-07,0.8089
12.64222503,0.0020657,0.0019068,-0.00293965,-0.0006356,-8.08E-05,0.00096984,4.90E-08,0.8082
12.65822785,0.00063736,0.00063736,0.00047802,0.00127472,0.00120945,0.00153197,1.38E-08,0.8063
12.67427123,0.00095832,-0.00143748,0.00215622,0.00351384,0.00265419,0.00201075,3.65E-09,0.8043
12.69035533,0.00216108,-0.00248124,-0.00016008,0.00456228,0.004016,0.00192768,9.03E-10,0.8032
12.7064803,0.00248775,0.000321,-0.00321,0.00489525,0.00425272,0.00056168,2.09E-10,0.8024
12.72264631,0.002012,0.00313872,-0.00313872,0.00450688,0.0028818,-0.00136085,4.50E-11,0.8005
12.7388535,0.0016136,0.0032272,0.00024204,0.0032272,0.00135711,-0.00175626,9.05E-12,0.7983
12.75510204,0.0011319,0.0024255,0.0037191,0.0021021,0.0002391,-0.0003985,1.70E-12,0.797
12.77139208,0.0008101,0.00210626,0.00348343,0.0008101,-0.00135371,0.00135371,2.98E-13,0.7963
12.78772379,0.0008118,0.00259776,-0.00016236,0,-0.00166887,0.00182781,4.88E-14,0.7947
12.80409731,0.00195096,0.00121935,-0.00219483,0.00056903,-0.0011892,0.00221984,7.42E-15,0.7928
12.82051282,0.00349762,-0.00138278,0.0004067,-8.13E-05,-0.0014247,0.00197875,1.05E-15,0.7915
12.83697047,0.00219672,-0.0008136,0.00480024,-0.0012204,-0.00031632,0.00213516,1.39E-16,0.7908
12.85347044,-0.00073197,0.00105729,0.00528645,-0.00040665,0.00039475,0.0026843,1.71E-17,0.7895
12.87001287,-0.00105625,0.00235625,0.00065,0.0011375,-0.00031508,0.00189048,1.95E-18,0.7877
12.88659794,0.00138006,0.00251658,-0.00414018,0.0024354,-0.0011011,0.00102245,2.07E-19,0.7865
12.90322581,0.00308332,0.0008114,-0.00494954,0.0032456,-0.00094296,0.00165018,2.05E-20,0.7858
12.91989664,0.00259456,0.00056756,-0.00048648,0.00251348,0.00015698,0.00266866,1.87E-21,0.7849
12.93661061,0.00153881,0.0008099,0.00494039,0.00145782,0.00219408,0.00227244,1.59E-22,0.7836
12.95336788,0.00169806,-0.00145548,0.0044473,0.00210236,0.00258324,0.0023484,1.25E-23,0.7828
12.97016861,0.00177672,-0.002019,-0.00096912,0.00355344,0.00093852,0.00218988,9.16E-25,0.7821
12.98701299,0.00104923,0.00056497,-0.00443905,0.00460047,0.00062472,0.00124944,6.19E-26,0.7809
13.00390117,0.00072594,0.00112924,-0.00258112,0.00330706,0.00031176,0.00202644,3.87E-27,0.7794
13.02083333,0.0009672,-0.000403,0.0016926,0.0005642,-0.00101192,0.0027244,2.24E-28,0.7784
13.03780965,0.0006444,-0.00104715,0.0038664,8.06E-05,-0.00069993,0.00038885,1.20E-29,0.7777
13.05483029,8.05E-05,-8.05E-05,0.00281715,0.0008049,0.00069903,-0.00170874,5.95E-31,0.7767
13.07189542,0.0004827,0.00120675,-0.00040225,0.00040225,0.00100815,0.00131835,2.72E-32,0.7755
13.08900524,0.0008043,0.00048258,-0.00313677,0,0.001938,0.0042636,1.15E-33,0.7752
13.1061599,0.0004022,-0.0008044,-0.00249364,-0.00056308,0.00317914,0.00379946,4.47E-35,0.7754
13.12335958,0.00024147,0,0.00112686,-0.00209274,0.00217,0.00279,1.61E-36,0.775
13.14060447,0.00104702,0.00209404,0.0048324,-0.00330214,0.00147098,0.00170324,5.31E-38,0.7742
13.15789474,0.00257952,0.00257952,0.00475599,-0.00249891,0.00185808,0.00185808,1.62E-39,0.7742
13.17523057,0.00290448,0.00048408,-0.00088748,-0.0012102,0.00216972,0.00193725,4.54E-41,0.7749
13.19261214,0.00258336,-0.00088803,-0.00573183,-0.00024219,0.0015502,0.00054257,1.17E-42,0.7751
13.21003963,0.00266541,-8.08E-05,-0.00339234,0.00016154,0.00108444,-0.00147174,2.77E-44,0.7746
13.22751323,0.00226268,-0.00072729,0.00315159,-0.00032324,0.00131716,-0.0015496,6.04E-46,0.7748
13.24503311,0.00121275,-0.001617,0.00687225,0.0003234,0.0009312,0.0010864,1.21E-47,0.776
13.26259947,0.00072738,-0.00056574,0.00428346,0.0016164,0.00100984,0.00186432,2.22E-49,0.7768
13.28021248,0.00153368,0.0012108,-0.002018,0.00258304,0.00163044,0.00062112,3.72E-51,0.7764
13.29787234,0.00169218,0.00354552,-0.0044319,0.00394842,0.00093168,7.76E-05,5.73E-53,0.7764
13.31557923,0.0016088,0.00353936,0.00016088,0.00386112,-0.00085536,0.00069984,8.08E-55,0.7776
13.33333333,0.00216702,0.0016052,0.00666158,0.00216702,-0.00179147,0.00116835,1.04E-56,0.7789
13.35113485,0.0016006,0.00072027,0.00688258,0.00152057,-0.00132396,0.00140184,1.23E-58,0.7788
13.36898396,0.00031884,0.00175362,0.00111594,0.00231159,-0.00023346,0.00178986,1.32E-60,0.7782
13.38688086,-0.00071415,0.0036501,-0.00261855,0.0025392,0.00178986,0.00108948,1.30E-62,0.7782
13.40482574,-0.00102713,0.00213327,-0.00110614,0.00110614,0.00303459,-7.78E-05,1.17E-64,0.7781
13.42281879,0.00015732,-0.00070794,0.00204516,-0.00149454,0.0023304,-0.00062144,9.53E-67,0.7768
13.44086022,0.00219268,0.00015662,0.00321071,-0.00281916,0.0011616,-0.00046464,7.08E-69,0.7744
13.4589502,0.00296476,0.00241862,0.00179446,-0.0019505,-7.72E-05,0.00131274,4.79E-71,0.7722
13.47708895,0.00186576,0.00287638,-0.00046644,-0.00031096,-0.00084722,0.00315782,2.95E-73,0.7702
13.49527665,0.00092964,0.00201422,-0.00046482,0.00023241,-0.00023028,0.00284012,1.65E-75,0.7676
13.51351351,0.00131359,0.0023181,0.00115905,-0.00030908,0.00022935,0.0019877,8.39E-78,0.7645
13.53179973,0.0015428,0.00331702,0.00092568,-0.00030856,7.62E-05,0.00243744,3.87E-80,0.7617
13.5501355,0.00238948,0.001927,-0.00092496,-0.00069372,0.0003797,0.00288572,1.62E-82,0.7594
13.56852103,0.0030848,0.00030848,-0.00239072,-0.00131104,0.00060568,0.00234701,6.16E-85,0.7571
13.58695652,0.0013124,0.0003088,-0.0023932,-0.0001544,0.00030188,0.00181128,2.12E-87,0.7547
13.60544218,-0.00069588,-0.00069588,0.00108248,0.001933,-0.0001505,0.00097825,6.61E-90,0.7525
13.6239782,-0.0004653,-0.0012408,0.0052734,0.00364485,-0.00030016,0.00067536,1.86E-92,0.7504
13.6425648,0.00062304,0.00015576,0.00576312,0.003894,-0.00052367,0.0007481,4.74E-95,0.7481
13.66120219,0.0008613,0.0011745,0.0037584,0.0018792,-0.00119344,0.00067131,1.09E-97,0.7459
13.67989056,0.0006304,0.0026792,0.0018912,-0.000788,-0.00111675,0.001489,2.27E-100,0.7445
13.69863014,0.00142794,0.00214191,0.00182459,-0.00087263,0.00059472,0.00193284,4.25E-103,0.7434
