,Time(ms),BB Temp,T1CA(v),T1CB(v),T1CC(v),T1CD(v),T1Therm(c),T2CA(v),T2CB(v),T2CC(v),T2CD(v),T2Therm(c)
4781,5401120,55,1.92877707,2.05110347,1.93912286,1.82661313,26.76092809,2.19522922,2.03922583,2.3216756,2.67880783,27.06692718
4782,5402249,55,1.93519918,2.06079426,1.94878256,1.83499471,26.76295395,2.20405179,2.04775454,2.33189274,2.68417761,27.06679238
4783,5403378,55,1.94368501,2.0710291,1.95965155,1.84352263,26.763585,2.20958169,2.0532742,2.33598282,2.68361467,27.06928631
4784,5404507,55,1.95207918,2.08102595,1.96981637,1.85380862,26.76527895,2.21406162,2.057941,2.33943719,2.68431569,27.06969076
4785,5405636,55,1.95991001,2.08999761,1.97910748,1.86333418,26.7657772,2.22153407,2.0650413,2.34536794,2.68506668,27.07120752
4786,5406765,55,1.96739269,2.09791775,1.98651227,1.8712846,26.76916561,2.22439402,2.0674461,2.34527117,2.68481727,27.07326374
4787,5407894,55,1.97021331,2.09984851,1.98871919,1.87394707,26.77026197,2.22603958,2.06986349,2.34575937,2.68443056,27.07474705
4788,5409023,55,1.96966571,2.09862821,1.98733445,1.87272087,26.77189002,2.22482007,2.06968489,2.3437098,2.68377085,27.07599445
4789,5410152,55,1.9653565,2.09193742,1.98029866,1.86642426,26.77278716,2.22052306,2.0651251,2.33856465,2.68091995,27.07690477
4790,5411281,55,1.95014251,2.07283555,1.96082858,1.84964261,26.77335205,2.21125635,2.05687923,2.33124089,2.67970043,27.07703963
4791,5412410,55,1.94462482,2.06816876,1.95654888,1.84475198,26.77282039,2.20632992,2.05133361,2.32890415,2.68070791,27.0781523
4792,5413539,55,1.94648123,2.07168174,1.96044738,1.84712648,26.77511326,2.20576422,2.04967114,2.32785341,2.67880862,27.07865808
4793,5414668,55,1.94487973,2.06939614,1.95832189,1.84457771,26.7749471,2.20513008,2.04870379,2.33056151,2.68232278,27.08027665
4794,5415797,55,1.94782662,2.07393311,1.96318027,1.84908911,26.77684139,2.21256359,2.05632377,2.33833097,2.68434992,27.08041154
4795,5416926,55,1.95046195,2.07725726,1.96691236,1.85260956,26.77737315,2.21756516,2.06220692,2.34358313,2.68597344,27.08324436
4796,5418055,55,1.96086123,2.09080288,1.98159567,1.86522717,26.77873585,2.22584367,2.06975963,2.34841948,2.68613906,27.08381772
4797,5419184,55,1.96691709,2.0962061,1.98672903,1.8698385,26.78046427,2.22004194,2.06506176,2.33991909,2.68035897,27.08506566
4798,5420313,55,1.96336831,2.09141303,1.98123415,1.86537784,26.78186042,2.21626264,2.06175413,2.3371685,2.68117211,27.08651607
4799,5421442,55,1.96352488,2.09105505,1.98141196,1.86635109,26.7832899,2.21931378,2.06452754,2.34127511,2.68328422,27.08806779
4800,5422571,55,1.9645237,2.09174742,1.98125736,1.86655369,26.78475272,2.22186098,2.065976,2.3401862,2.67977833,27.08867501
4801,5423700,55,1.95702528,2.07947127,1.9675528,1.85361664,26.78541768,2.20370089,2.04945202,2.32300447,2.67281216,27.09053053
4802,5424857,55,1.93020902,2.05010583,1.93790964,1.82731887,26.7850852,2.19449122,2.04054959,2.32003516,2.67837549,27.06520855
4803,5425986,55,1.93305126,2.0565063,1.94558508,1.83255844,26.78717991,2.20462732,2.04919592,2.33138802,2.68286684,27.06541073
4804,5427115,55,1.94405991,2.07135444,1.9610595,1.84552499,26.78727967,2.21478034,2.05830646,2.33979163,2.68385031,27.0678371
4805,5428244,55,1.95790136,2.08724349,1.97688521,1.85997266,26.78977366,2.22248411,2.06576908,2.34470744,2.68473662,27.06864595
4806,5429373,55,1.9602322,2.08794333,1.97644697,1.86064535,26.79047203,2.2210742,2.06505114,2.34260831,2.68297935,27.07046598
4807,5430502,55,1.95981796,2.0876412,1.97652605,1.86074134,26.79163604,2.22061315,2.06427498,2.33870076,2.67920909,27.07117381
4808,5431631,55,1.95336163,2.07915419,1.96775501,1.85309933,26.79266706,2.21078074,2.05527656,2.33012209,2.67813749,27.0715783
4809,5432760,55,1.94756817,2.07262548,1.96171017,1.84778817,26.7928001,2.20360372,2.04747759,2.32402611,2.67705095,27.07292664
4810,5433889,55,1.9404415,2.06290008,1.95099814,1.83751713,26.79416381,2.19084173,2.03486706,2.31484162,2.67450886,27.07198279
4811,5435018,55,1.92181642,2.04197484,1.92968423,1.81773273,26.79309945,2.18157738,2.02579744,2.3097,2.67496676,27.07430879
4812,5436147,55,1.91368543,2.03501694,1.92302295,1.81037711,26.79469601,2.18247707,2.02495519,2.31189433,2.67594513,27.073466
4813,5437276,55,1.9165741,2.04001576,1.92933451,1.81513399,26.79393098,2.17889997,2.0202227,2.30847301,2.67386212,27.07454477
4814,5438405,55,1.91969723,2.04361528,1.93353317,1.81825436,26.79532802,2.17538581,2.01682538,2.30681684,2.67403994,27.09849425
4815,5439534,55,1.92298361,2.04855115,1.93891751,1.82313083,26.79522823,2.17582995,2.01704725,2.30968741,2.67584403,27.1000806
4816,5440663,55,1.93003868,2.05651731,1.94657171,1.83022996,26.7975901,2.18433741,2.0252164,2.31853791,2.67829288,27.1000806
4817,5441792,55,1.93209493,2.05898269,1.94905754,1.83315718,26.79722416,2.19520837,2.03524983,2.32740101,2.68122797,27.10197089
