,T1CA(v),T1CB(v),T1CC(v),T1CD(v),T2CA(v),T2CB(v),T2CC(v),T2CD(v)
55to50,0.04936782467085079,0.05573201647977681,0.04995585116178516,0.04662591847977682,0.05862496758158997,0.05001761264853562,0.05989987414225943,0.06729344755090647
50to45,0.037319458836820016,0.04036559492608096,0.03824391616039056,0.03276099816457467,0.0453090093612273,0.03688554341004191,0.045530653317991596,0.0540928685216179
45to40,0.032785691712691814,0.03528340840027897,0.033762262015341715,0.02813100358158991,0.040569194207810265,0.03241046183124121,0.04120157578800554,0.0502012058061367
40to35,0.030966887189679194,0.033313855470013906,0.032055550688981874,0.02662327563040452,0.03883818988005583,0.031089062327754526,0.039632302369595564,0.048029317566248245
35to30,0.029078036375174365,0.031316708846582976,0.03026645413110183,0.02506259070153414,0.03686939626778245,0.029415567845188305,0.03792997400278941,0.04601171007949793
30to25,0.027500899569037607,0.029660923188284526,0.02876071322315199,0.023805784741980474,0.03501160604602509,0.02786721148675031,0.03632516655090658,0.04409953577405856
25to20,0.025930354095111796,0.027948831891419435,0.027177020355547477,0.02249804033881784,0.03365427798931377,0.026989954259833148,0.03516433082226851,0.042321974326641684
20to15,0.02446773268292679,0.02643943504390245,0.025713669144250863,0.021381301094076655,0.031637108100348435,0.02518879400836236,0.03346692905505229,0.04054046102020905
15to10,0.02237921405041332,0.024149628612795283,0.02343948718778882,0.019453865020383043,0.03021943201633499,0.024095235957745965,0.03213651792742117,0.03876341820684522
10to5,0.02085892423669471,0.022561410902187294,0.021931722774580508,0.018130025316899202,0.02879140857878696,0.02300547684086033,0.0309078344516729,0.03714868892346836
