,Temp,T1CA(v),T1CB(v),T1CC(v),T1CD(v),T2CA(v),T2CB(v),T2CC(v),T2CD(v)
55,55,58.504183147800404,58.0229598565095,58.35194614283995,58.55430616470695,58.71278278445622,58.96827605824903,58.39971220526151,58.034216984639684
50,50,50.16243770803073,50.33550760693479,50.14301969226082,50.039042639040176,50.01375704230772,49.971613716552824,49.95279697588033,49.99523711025192
45,45,44.030438991412055,44.26378857614236,44.07476916084387,43.963512463522626,43.969734995299774,43.87792621426759,44.04217869359026,44.15072795799112
40,40,38.41015022351147,38.625848504515695,38.49157757507651,38.395356270426305,38.40475078839968,38.27574628312355,38.5879572854309,38.76195250770528
35,35,33.22948921571141,33.38441705669564,33.3249130903283,33.27480460020609,33.2530422103546,33.13698564393594,33.47198303302162,33.63037210760919
30,30,28.35454636418503,28.445388560518182,28.4526413891137,28.45232868011485,28.336043078214164,28.228938766383926,28.555678149940256,28.6955516695494
25,25,23.701957123780286,23.734615347924063,23.791465187541338,23.811450207078266,23.583769809590066,23.4830907172872,23.795552174745044,23.953283323827154
20,20,19.359930052380832,19.318786269599947,19.421281044060485,19.472394097269433,19.164939905866735,19.096236661616352,19.308578083626685,19.430211321818458
15,15,15.301958177452377,15.223321817767676,15.300943340814408,15.355863813616478,15.143211208697116,15.142252003537186,15.130914940282574,15.147764931393448
10,10,11.159790607579145,11.056117228800897,11.03753415872553,11.037030555975146,11.505636912045947,11.647040014051772,11.269156915497254,11.068177841973762
5,5,7.7851184542308385,7.589248965001949,7.609910218278402,7.643910475619161,7.912330912470229,8.171893814672874,7.485491248586924,7.132506619955157
