,Temp,T1CA(v),T1CB(v),T1CC(v),T1CD(v),T2CA(v),T2CB(v),T2CC(v),T2CD(v)
55,55,49.21768066069041,49.066754820520785,49.47579408235126,48.532823507385984,51.137795482705116,49.05443073456945,52.62584754774045,55.757993863621635
50,50,50.94891634456145,50.664952420051335,50.83271992207616,50.81067696584347,51.33854185687565,51.22244803269372,51.283500270829514,51.082761157387864
45,45,47.28280371977652,47.2349470629647,47.170691295062845,47.3925009655198,46.750211817310124,47.202300815988266,46.30928827341622,45.284041766026064
40,40,42.03773162439367,42.15317310439088,41.98982504369286,42.25168993483927,41.27401050808684,41.93842828468497,40.75542388625258,39.527418699596154
35,35,36.326985915925796,36.52288381874564,36.330069653635185,36.5670743324251,35.609254900097724,36.27921097882566,35.15354858915542,34.02083538763491
30,30,30.57220972512952,30.776007448935378,30.606634985347796,30.80598003874791,29.987892923336236,30.540937741836245,29.6637633236132,28.79479032954543
25,25,24.950266455920687,25.116581336341035,24.989711643618044,25.136469983680552,24.58871977127171,24.96831080830417,24.398279815114098,23.863934753693183
20,20,19.530352161421018,19.638037049413423,19.566309423436568,19.647230641349243,19.417559899197936,19.60307080330426,19.36822697364534,19.218367047015587
15,15,14.311428172207712,14.353878949401436,14.325890671341405,14.30818270019094,14.503837800505917,14.480515053420806,14.580299346242198,14.836932565218818
10,10,9.5725677928676,9.485566508713909,9.552772124459695,9.482629600539104,9.887617786957975,9.656848070649152,10.076015850393988,10.73652506930338
5,5,5.249057427105647,4.9872174638424145,5.15958115497822,5.064741365938772,5.50455709914307,5.053498675723364,5.785806145410277,6.876399054818278
